Origin,Org_Lat,Org_Lon,Dest,Dest_Lat,Dest_Lon,Day_Of_Week,Avg_Delay
ANC,61.174361,-149.996361,KOA,19.738767,-156.045631,4,-0.90
HDN,40.481181,-107.21766,DFW,32.896828,-97.037997,6,6.19
KTN,55.355556,-131.71375,SIT,57.047138,-135.361611,5,-4.90
TPA,27.975472,-82.53325,HOU,29.645419,-95.278889,1,11.85
ATL,33.636719,-84.428067,PHF,37.131894,-76.492989,3,8.80
MSP,44.881956,-93.221767,LAN,42.7787,-84.587357,1,1.53
HOU,29.645419,-95.278889,EWR,40.6925,-74.168667,6,23.92
PNS,30.473425,-87.186611,ORD,41.978603,-87.904842,6,9.80
MDW,41.785972,-87.752417,BOS,42.364347,-71.005181,6,14.27
ATL,33.636719,-84.428067,ROC,43.118866,-77.672389,0,10.38
SAN,32.733556,-117.189667,ELP,31.80725,-106.377583,6,6.00
SAN,32.733556,-117.189667,HOU,29.645419,-95.278889,5,9.37
DEN,39.861656,-104.673178,BHM,33.562942,-86.75355,0,7.89
ORD,41.978603,-87.904842,OGG,20.89865,-156.430458,3,20.95
VPS,30.48325,-86.5254,IAH,29.984433,-95.341442,5,4.69
LAX,33.942536,-118.408075,MRY,36.587,-121.842944,1,4.10
BOS,42.364347,-71.005181,TPA,27.975472,-82.53325,3,9.86
MCI,39.297606,-94.713905,CLE,41.411689,-81.849794,0,6.54
PDX,45.588722,-122.5975,DAL,32.847111,-96.851778,1,7.20
IAH,29.984433,-95.341442,BTR,30.533167,-91.149639,5,4.28
PWM,43.646161,-70.309281,IAD,38.944533,-77.455811,1,8.67
SFO,37.618972,-122.374889,CLE,41.411689,-81.849794,2,15.28
ORD,41.978603,-87.904842,BOI,43.564361,-116.222861,6,20.69
FLL,26.072583,-80.15275,MYR,33.67975,-78.928333,0,11.98
BOI,43.564361,-116.222861,ORD,41.978603,-87.904842,0,14.85
BUF,42.940525,-78.732167,EWR,40.6925,-74.168667,5,9.38
OAK,37.721278,-122.220722,JFK,40.639751,-73.778925,5,5.94
DEN,39.861656,-104.673178,IND,39.717331,-86.294383,1,12.64
ROC,43.118866,-77.672389,TPA,27.975472,-82.53325,0,8.66
IAD,38.944533,-77.455811,SAV,32.127583,-81.202139,6,11.65
MTJ,38.509794,-107.894242,DEN,39.861656,-104.673178,2,3.78
JFK,40.639751,-73.778925,DFW,32.896828,-97.037997,5,9.19
TPA,27.975472,-82.53325,ROC,43.118866,-77.672389,2,18.16
BNA,36.124472,-86.678194,DFW,32.896828,-97.037997,5,8.99
ABQ,35.0402222,-106.6091944,CLT,35.214,-80.943139,1,0.79
FLL,26.072583,-80.15275,MKE,42.947222,-87.896583,2,11.32
LGA,40.777245,-73.872608,GSP,34.895556,-82.218889,3,4.35
MKE,42.947222,-87.896583,DFW,32.896828,-97.037997,0,11.12
CLT,35.214,-80.943139,MDW,41.785972,-87.752417,2,9.50
TPA,27.975472,-82.53325,HOU,29.645419,-95.278889,4,12.19
ATL,33.636719,-84.428067,SNA,33.675667,-117.868222,3,11.46
SAN,32.733556,-117.189667,BOS,42.364347,-71.005181,0,5.17
BOS,42.364347,-71.005181,PBI,26.683161,-80.095589,5,10.74
BTV,44.471861,-73.153278,JFK,40.639751,-73.778925,6,5.96
ORD,41.978603,-87.904842,MCO,28.429394,-81.308994,5,12.04
CMH,39.997972,-82.891889,BNA,36.124472,-86.678194,1,6.56
SAT,29.533694,-98.469778,DTW,42.212444,-83.353389,2,6.14
LAX,33.942536,-118.408075,SBP,35.2368,-120.642,3,6.11
ATL,33.636719,-84.428067,ROC,43.118866,-77.672389,3,9.16
AVL,35.436194,-82.541806,LGA,40.777245,-73.872608,6,3.90
BWI,39.175361,-76.668333,LAX,33.942536,-118.408075,1,17.70
FAT,36.776194,-119.71814,SAN,32.733556,-117.189667,6,9.45
CHS,32.898647,-80.040528,ATL,33.636719,-84.428067,4,5.27
RDU,35.877639,-78.787472,JFK,40.639751,-73.778925,1,15.53
LAX,33.942536,-118.408075,MRY,36.587,-121.842944,2,4.55
PHX,33.434278,-112.011583,CLT,35.214,-80.943139,3,4.89
BNA,36.124472,-86.678194,MDW,41.785972,-87.752417,4,11.19
LIT,34.729444,-92.224306,DAL,32.847111,-96.851778,3,11.55
HOU,29.645419,-95.278889,OKC,35.393089,-97.600733,0,13.32
IAD,38.944533,-77.455811,SYR,43.111187,-76.106311,1,14.57
TYS,35.810972,-83.994028,LGA,40.777245,-73.872608,0,11.32
CLE,41.411689,-81.849794,LAX,33.942536,-118.408075,1,8.29
JFK,40.639751,-73.778925,SEA,47.449,-122.309306,2,12.66
PHX,33.434278,-112.011583,BWI,39.175361,-76.668333,3,12.73
IAD,38.944533,-77.455811,LAS,36.080056,-115.15225,6,13.04
MIA,25.79325,-80.290556,CMH,39.997972,-82.891889,6,5.36
DCA,38.852083,-77.037722,HOU,29.645419,-95.278889,2,5.02
ATL,33.636719,-84.428067,IND,39.717331,-86.294383,6,8.58
SLC,40.788389,-111.977772,MSY,29.993389,-90.258028,4,3.13
ORD,41.978603,-87.904842,IAH,29.984433,-95.341442,6,19.36
LAX,33.942536,-118.408075,ELP,31.80725,-106.377583,0,13.20
LAS,36.080056,-115.15225,CVG,39.048836,-84.667822,0,9.33
FLL,26.072583,-80.15275,MHT,42.932556,-71.435667,6,42.62
LGA,40.777245,-73.872608,GSP,34.895556,-82.218889,2,4.67
SEA,47.449,-122.309306,FLL,26.072583,-80.15275,3,1.60
SAN,32.733556,-117.189667,ELP,31.80725,-106.377583,4,11.29
SDF,38.1740858,-85.7364989,PHL,39.871944,-75.241139,5,-3.86
RNO,39.499108,-119.768108,ORD,41.978603,-87.904842,6,7.26
BOS,42.364347,-71.005181,RIC,37.505167,-77.319667,0,7.98
SAT,29.533694,-98.469778,MIA,25.79325,-80.290556,4,-0.31
EGE,39.642556,-106.917694,MIA,25.79325,-80.290556,2,10.31
MIA,25.79325,-80.290556,GSO,36.09775,-79.937306,4,9.18
GCC,44.3489167,-105.5393611,DEN,39.861656,-104.673178,4,8.55
DTW,42.212444,-83.353389,FNT,42.965424,-83.743629,5,3.37
CAE,33.938833,-81.119528,IAH,29.984433,-95.341442,0,11.39
BOS,42.364347,-71.005181,CLT,35.214,-80.943139,4,5.44
MDW,41.785972,-87.752417,RDU,35.877639,-78.787472,0,12.35
DCA,38.852083,-77.037722,MSP,44.881956,-93.221767,3,8.58
DRO,37.151516,-107.75377,PHX,33.434278,-112.011583,0,-0.75
MSY,29.993389,-90.258028,DTW,42.212444,-83.353389,3,11.54
PDX,45.588722,-122.5975,BOS,42.364347,-71.005181,1,7.01
CLE,41.411689,-81.849794,CVG,39.048836,-84.667822,5,-7.74
LGA,40.777245,-73.872608,SDF,38.1740858,-85.7364989,2,10.46
SEA,47.449,-122.309306,KTN,55.355556,-131.71375,1,5.01
BWI,39.175361,-76.668333,PHL,39.871944,-75.241139,3,8.91
VPS,30.48325,-86.5254,ATL,33.636719,-84.428067,1,8.98
CLE,41.411689,-81.849794,STL,38.748697,-90.370028,2,0.60
CLE,41.411689,-81.849794,MSP,44.881956,-93.221767,3,10.45
PBI,26.683161,-80.095589,IAD,38.944533,-77.455811,5,79.43
BOS,42.364347,-71.005181,PBI,26.683161,-80.095589,1,13.83
ORD,41.978603,-87.904842,HDN,40.481181,-107.21766,3,-1.00
MEM,35.042417,-89.976667,DEN,39.861656,-104.673178,5,10.04
SFO,37.618972,-122.374889,ABQ,35.0402222,-106.6091944,2,12.85
LAS,36.080056,-115.15225,SNA,33.675667,-117.868222,5,7.55
MCI,39.297606,-94.713905,MDW,41.785972,-87.752417,4,10.22
TLH,30.396528,-84.350333,MIA,25.79325,-80.290556,2,5.62
IAH,29.984433,-95.341442,PBI,26.683161,-80.095589,6,15.28
ATL,33.636719,-84.428067,PHX,33.434278,-112.011583,1,6.53
PHL,39.871944,-75.241139,SFO,37.618972,-122.374889,3,18.24
LAX,33.942536,-118.408075,OAK,37.721278,-122.220722,6,17.05
JFK,40.639751,-73.778925,SJC,37.3626,-121.929022,2,10.73
JAX,30.494056,-81.687861,FLL,26.072583,-80.15275,0,6.44
CRP,27.770361,-97.501222,HRL,26.2285,-97.654389,2,191.00
DTW,42.212444,-83.353389,GSP,34.895556,-82.218889,5,0.86
HOU,29.645419,-95.278889,MEM,35.042417,-89.976667,0,18.16
PDX,45.588722,-122.5975,BWI,39.175361,-76.668333,2,15.43
SLC,40.788389,-111.977772,JFK,40.639751,-73.778925,2,10.16
PSP,33.829667,-116.506694,LAX,33.942536,-118.408075,3,7.96
MSY,29.993389,-90.258028,DTW,42.212444,-83.353389,2,8.49
FLL,26.072583,-80.15275,BOS,42.364347,-71.005181,1,16.49
PNS,30.473425,-87.186611,DFW,32.896828,-97.037997,4,10.90
MCI,39.297606,-94.713905,DFW,32.896828,-97.037997,2,10.57
LAS,36.080056,-115.15225,JAX,30.494056,-81.687861,4,19.08
DEN,39.861656,-104.673178,ANC,61.174361,-149.996361,3,14.11
PHF,37.131894,-76.492989,ATL,33.636719,-84.428067,6,12.32
IAD,38.944533,-77.455811,CLT,35.214,-80.943139,1,15.43
DFW,32.896828,-97.037997,SDF,38.1740858,-85.7364989,3,10.60
IND,39.717331,-86.294383,ORD,41.978603,-87.904842,0,13.96
BNA,36.124472,-86.678194,PIT,40.491467,-80.232872,6,17.73
BOI,43.564361,-116.222861,PDX,45.588722,-122.5975,0,-2.98
RKS,41.5942,-109.065,GCC,44.3489167,-105.5393611,1,-13.33
LIT,34.729444,-92.224306,MCO,28.429394,-81.308994,1,-3.83
BUF,42.940525,-78.732167,JFK,40.639751,-73.778925,0,10.91
BDL,41.938889,-72.683222,MSP,44.881956,-93.221767,2,4.20
GSP,34.895556,-82.218889,HOU,29.645419,-95.278889,2,4.10
SFO,37.618972,-122.374889,SNA,33.675667,-117.868222,4,13.14
MCO,28.429394,-81.308994,PHL,39.871944,-75.241139,3,12.81
DTW,42.212444,-83.353389,FNT,42.965424,-83.743629,6,7.74
FLL,26.072583,-80.15275,DTW,42.212444,-83.353389,4,6.30
DCA,38.852083,-77.037722,FLL,26.072583,-80.15275,3,8.82
ATL,33.636719,-84.428067,ASE,39.2232,-106.869,5,20.07
RDU,35.877639,-78.787472,CLT,35.214,-80.943139,4,4.76
ORD,41.978603,-87.904842,TYS,35.810972,-83.994028,4,22.91
IAH,29.984433,-95.341442,PHX,33.434278,-112.011583,5,7.28
DSM,41.533972,-93.663083,STL,38.748697,-90.370028,5,14.00
HNL,21.318681,-157.922428,LAX,33.942536,-118.408075,3,6.46
STL,38.748697,-90.370028,DEN,39.861656,-104.673178,5,10.35
HNL,21.318681,-157.922428,DFW,32.896828,-97.037997,1,12.89
ORD,41.978603,-87.904842,PIT,40.491467,-80.232872,6,11.89
EGE,39.642556,-106.917694,ORD,41.978603,-87.904842,3,7.41
TYS,35.810972,-83.994028,IAD,38.944533,-77.455811,6,7.79
LEX,38.0365,-84.605889,MSP,44.881956,-93.221767,5,-2.58
MSP,44.881956,-93.221767,TUS,32.116083,-110.941028,3,1.52
FNT,42.965424,-83.743629,RSW,26.536167,-81.755167,0,1.44
BTV,44.471861,-73.153278,IAD,38.944533,-77.455811,2,14.95
BWI,39.175361,-76.668333,DFW,32.896828,-97.037997,2,7.85
ATL,33.636719,-84.428067,ONT,34.056,-117.601194,4,28.25
MSY,29.993389,-90.258028,JFK,40.639751,-73.778925,2,9.55
PDX,45.588722,-122.5975,SBA,34.426211,-119.840372,4,6.28
SAN,32.733556,-117.189667,MCO,28.429394,-81.308994,1,17.16
JAX,30.494056,-81.687861,DTW,42.212444,-83.353389,1,0.37
BTV,44.471861,-73.153278,JFK,40.639751,-73.778925,2,8.86
HNL,21.318681,-157.922428,JFK,40.639751,-73.778925,2,10.35
CHO,38.138639,-78.452861,ORD,41.978603,-87.904842,1,16.24
DCA,38.852083,-77.037722,FLL,26.072583,-80.15275,2,4.91
LGA,40.777245,-73.872608,ATL,33.636719,-84.428067,2,12.10
CLE,41.411689,-81.849794,STL,38.748697,-90.370028,4,4.91
CHS,32.898647,-80.040528,IAD,38.944533,-77.455811,2,16.18
BUF,42.940525,-78.732167,JFK,40.639751,-73.778925,5,6.43
MSY,29.993389,-90.258028,MCO,28.429394,-81.308994,5,9.81
SDF,38.1740858,-85.7364989,CLT,35.214,-80.943139,3,10.37
ATL,33.636719,-84.428067,VPS,30.48325,-86.5254,2,9.97
SYR,43.111187,-76.106311,LGA,40.777245,-73.872608,0,11.99
LGB,33.817722,-118.151611,AUS,30.194528,-97.669889,5,1.04
STL,38.748697,-90.370028,LIT,34.729444,-92.224306,2,6.38
TPA,27.975472,-82.53325,MKE,42.947222,-87.896583,2,13.47
MRY,36.587,-121.842944,SFO,37.618972,-122.374889,6,11.60
ELP,31.80725,-106.377583,LAX,33.942536,-118.408075,0,11.05
MIA,25.79325,-80.290556,BOS,42.364347,-71.005181,5,12.69
PDX,45.588722,-122.5975,EWR,40.6925,-74.168667,2,3.62
LAX,33.942536,-118.408075,IAH,29.984433,-95.341442,2,12.76
MTJ,38.509794,-107.894242,PHX,33.434278,-112.011583,1,5.50
HOU,29.645419,-95.278889,MSY,29.993389,-90.258028,6,9.00
SEA,47.449,-122.309306,IAD,38.944533,-77.455811,5,8.78
PHX,33.434278,-112.011583,YUM,32.656578,-114.60598,1,1.18
OKC,35.393089,-97.600733,LAS,36.080056,-115.15225,3,12.24
SMF,38.695417,-121.590778,SFO,37.618972,-122.374889,5,11.88
DFW,32.896828,-97.037997,DAY,39.902375,-84.219375,2,8.78
MEM,35.042417,-89.976667,OKC,35.393089,-97.600733,0,-1.67
BOS,42.364347,-71.005181,MYR,33.67975,-78.928333,3,12.79
CLE,41.411689,-81.849794,SDF,38.1740858,-85.7364989,0,2.07
CRW,38.373147,-81.593189,DTW,42.212444,-83.353389,0,6.36
SAN,32.733556,-117.189667,ATL,33.636719,-84.428067,3,3.42
LGA,40.777245,-73.872608,ROC,43.118866,-77.672389,1,22.06
ORD,41.978603,-87.904842,PHL,39.871944,-75.241139,2,14.26
PVD,41.732581,-71.420383,MDW,41.785972,-87.752417,3,10.30
LAX,33.942536,-118.408075,MCI,39.297606,-94.713905,6,19.55
DEN,39.861656,-104.673178,RSW,26.536167,-81.755167,4,2.99
CLT,35.214,-80.943139,AVL,35.436194,-82.541806,6,7.56
DEN,39.861656,-104.673178,PDX,45.588722,-122.5975,0,13.55
PHL,39.871944,-75.241139,CLT,35.214,-80.943139,1,5.84
SAN,32.733556,-117.189667,EWR,40.6925,-74.168667,6,5.35
PHX,33.434278,-112.011583,MEM,35.042417,-89.976667,6,3.43
BWI,39.175361,-76.668333,CLT,35.214,-80.943139,6,5.89
MCO,28.429394,-81.308994,MKE,42.947222,-87.896583,3,11.62
BDL,41.938889,-72.683222,DEN,39.861656,-104.673178,2,7.02
IAH,29.984433,-95.341442,BFL,35.433598,-119.05677,3,5.75
HNL,21.318681,-157.922428,SEA,47.449,-122.309306,5,3.69
SAN,32.733556,-117.189667,SAT,29.533694,-98.469778,6,9.28
SEA,47.449,-122.309306,OGG,20.89865,-156.430458,0,1.38
HNL,21.318681,-157.922428,ATL,33.636719,-84.428067,5,16.82
TXK,33.453722,-93.991028,DFW,32.896828,-97.037997,2,2.49
PHL,39.871944,-75.241139,ALB,42.748267,-73.801692,4,-3.00
LIT,34.729444,-92.224306,LGA,40.777245,-73.872608,2,35.08
IAH,29.984433,-95.341442,LAX,33.942536,-118.408075,1,15.23
SMF,38.695417,-121.590778,LAS,36.080056,-115.15225,5,6.98
SJC,37.3626,-121.929022,HNL,21.318681,-157.922428,1,4.52
TPA,27.975472,-82.53325,RDU,35.877639,-78.787472,4,9.86
RSW,26.536167,-81.755167,IAH,29.984433,-95.341442,3,5.14
MDW,41.785972,-87.752417,CHS,32.898647,-80.040528,0,15.73
CMH,39.997972,-82.891889,MCO,28.429394,-81.308994,2,7.37
TUS,32.116083,-110.941028,SEA,47.449,-122.309306,6,-5.62
TPA,27.975472,-82.53325,MEM,35.042417,-89.976667,3,10.46
HNL,21.318681,-157.922428,SJC,37.3626,-121.929022,2,4.11
DAL,32.847111,-96.851778,BNA,36.124472,-86.678194,3,10.68
GEG,47.619861,-117.533833,SEA,47.449,-122.309306,5,0.79
OMA,41.303167,-95.894069,EWR,40.6925,-74.168667,6,11.90
AUS,30.194528,-97.669889,FLL,26.072583,-80.15275,3,10.36
SNA,33.675667,-117.868222,STL,38.748697,-90.370028,6,5.87
JAC,43.607333333,-110.73775,IAD,38.944533,-77.455811,2,3.50
IND,39.717331,-86.294383,SLC,40.788389,-111.977772,2,5.44
IAH,29.984433,-95.341442,GSP,34.895556,-82.218889,1,9.26
PHX,33.434278,-112.011583,BUR,34.200667,-118.358667,1,8.45
DAL,32.847111,-96.851778,FLL,26.072583,-80.15275,0,7.97
LAX,33.942536,-118.408075,ORD,41.978603,-87.904842,0,10.84
MSY,29.993389,-90.258028,LAS,36.080056,-115.15225,4,8.37
IAD,38.944533,-77.455811,STL,38.748697,-90.370028,3,19.17
JFK,40.639751,-73.778925,SAN,32.733556,-117.189667,6,12.03
MSP,44.881956,-93.221767,CMH,39.997972,-82.891889,2,3.44
ORD,41.978603,-87.904842,CVG,39.048836,-84.667822,6,12.26
TPA,27.975472,-82.53325,PIT,40.491467,-80.232872,3,13.97
HOU,29.645419,-95.278889,OKC,35.393089,-97.600733,6,15.35
ORF,36.894611,-76.201222,ATL,33.636719,-84.428067,0,7.89
OAK,37.721278,-122.220722,GEG,47.619861,-117.533833,2,16.32
CHS,32.898647,-80.040528,IAH,29.984433,-95.341442,2,9.45
HOU,29.645419,-95.278889,BWI,39.175361,-76.668333,5,9.38
BWI,39.175361,-76.668333,FNT,42.965424,-83.743629,0,13.31
PHX,33.434278,-112.011583,MTJ,38.509794,-107.894242,1,4.50
DFW,32.896828,-97.037997,AEX,31.3274,-92.549833,1,10.60
RAP,44.045278,-103.057222,ORD,41.978603,-87.904842,2,6.59
MSP,44.881956,-93.221767,SDF,38.1740858,-85.7364989,1,2.92
ATL,33.636719,-84.428067,AEX,31.3274,-92.549833,5,5.91
SFO,37.618972,-122.374889,SMX,34.8989,-120.457,4,6.83
BUF,42.940525,-78.732167,TPA,27.975472,-82.53325,6,5.50
SDF,38.1740858,-85.7364989,ATL,33.636719,-84.428067,1,4.35
PHX,33.434278,-112.011583,MCI,39.297606,-94.713905,6,7.41
RDU,35.877639,-78.787472,IAH,29.984433,-95.341442,2,7.06
BOS,42.364347,-71.005181,PIT,40.491467,-80.232872,3,2.49
SLC,40.788389,-111.977772,MSP,44.881956,-93.221767,1,3.23
MRY,36.587,-121.842944,LAX,33.942536,-118.408075,0,9.48
BNA,36.124472,-86.678194,FLL,26.072583,-80.15275,5,9.06
LAX,33.942536,-118.408075,TUS,32.116083,-110.941028,2,9.50
BDL,41.938889,-72.683222,MIA,25.79325,-80.290556,0,-0.29
SEA,47.449,-122.309306,RDU,35.877639,-78.787472,6,0.73
FNT,42.965424,-83.743629,MCO,28.429394,-81.308994,4,3.89
BDL,41.938889,-72.683222,CVG,39.048836,-84.667822,4,1.73
LGA,40.777245,-73.872608,MDW,41.785972,-87.752417,1,19.29
ATL,33.636719,-84.428067,PIT,40.491467,-80.232872,0,9.24
LGA,40.777245,-73.872608,DAL,32.847111,-96.851778,0,14.09
HNL,21.318681,-157.922428,ORD,41.978603,-87.904842,3,9.73
PHL,39.871944,-75.241139,DEN,39.861656,-104.673178,0,12.99
ROA,37.325472,-79.975417,IAD,38.944533,-77.455811,1,12.96
DFW,32.896828,-97.037997,TPA,27.975472,-82.53325,6,13.42
BOS,42.364347,-71.005181,PDX,45.588722,-122.5975,3,7.30
DTW,42.212444,-83.353389,DAY,39.902375,-84.219375,3,3.86
BNA,36.124472,-86.678194,IAD,38.944533,-77.455811,6,9.08
SEA,47.449,-122.309306,ONT,34.056,-117.601194,5,1.73
SAN,32.733556,-117.189667,DCA,38.852083,-77.037722,5,-1.59
CLE,41.411689,-81.849794,ATL,33.636719,-84.428067,4,6.38
MSN,43.139858,-89.337514,DEN,39.861656,-104.673178,6,13.76
LAX,33.942536,-118.408075,SBA,34.426211,-119.840372,2,3.09
ROC,43.118866,-77.672389,IAD,38.944533,-77.455811,6,13.24
MSN,43.139858,-89.337514,DTW,42.212444,-83.353389,2,3.96
LGB,33.817722,-118.151611,PDX,45.588722,-122.5975,4,4.58
DFW,32.896828,-97.037997,MLU,32.510864,-92.037689,0,17.91
COS,38.805805,-104.700778,PHX,33.434278,-112.011583,5,-7.67
CLT,35.214,-80.943139,DTW,42.212444,-83.353389,3,5.73
MAF,31.942528,-102.201914,DAL,32.847111,-96.851778,0,7.93
IAD,38.944533,-77.455811,ABQ,35.0402222,-106.6091944,2,14.81
LAS,36.080056,-115.15225,CLE,41.411689,-81.849794,3,11.83
DTW,42.212444,-83.353389,BOS,42.364347,-71.005181,0,7.92
MDW,41.785972,-87.752417,RNO,39.499108,-119.768108,6,9.47
SEA,47.449,-122.309306,DTW,42.212444,-83.353389,3,5.56
DTW,42.212444,-83.353389,BDL,41.938889,-72.683222,3,10.44
CMH,39.997972,-82.891889,DEN,39.861656,-104.673178,3,9.80
FWA,40.978472,-85.195139,ORD,41.978603,-87.904842,2,8.19
DCA,38.852083,-77.037722,MKE,42.947222,-87.896583,4,4.21
IND,39.717331,-86.294383,MDW,41.785972,-87.752417,2,0.12
CVG,39.048836,-84.667822,BOS,42.364347,-71.005181,2,9.57
MCI,39.297606,-94.713905,IAH,29.984433,-95.341442,4,10.16
EWR,40.6925,-74.168667,ROC,43.118866,-77.672389,6,10.06
PHL,39.871944,-75.241139,DCA,38.852083,-77.037722,3,12.81
HPN,41.066959,-73.707575,PBI,26.683161,-80.095589,6,15.64
ATL,33.636719,-84.428067,ANC,61.174361,-149.996361,1,11.07
DFW,32.896828,-97.037997,MEM,35.042417,-89.976667,2,9.73
ORD,41.978603,-87.904842,MSP,44.881956,-93.221767,1,14.67
PIT,40.491467,-80.232872,FLL,26.072583,-80.15275,6,10.19
SMF,38.695417,-121.590778,ATL,33.636719,-84.428067,4,9.99
LGA,40.777245,-73.872608,CVG,39.048836,-84.667822,5,-1.76
PWM,43.646161,-70.309281,DCA,38.852083,-77.037722,4,-4.14
DCA,38.852083,-77.037722,MCO,28.429394,-81.308994,3,5.91
GSO,36.09775,-79.937306,MCO,28.429394,-81.308994,4,31.20
PHL,39.871944,-75.241139,BWI,39.175361,-76.668333,0,3.47
FWA,40.978472,-85.195139,DFW,32.896828,-97.037997,5,5.10
BOI,43.564361,-116.222861,IAH,29.984433,-95.341442,6,2.80
TPA,27.975472,-82.53325,MHT,42.932556,-71.435667,1,16.77
RNO,39.499108,-119.768108,MSP,44.881956,-93.221767,0,5.75
ONT,34.056,-117.601194,MDW,41.785972,-87.752417,6,6.80
MDW,41.785972,-87.752417,ONT,34.056,-117.601194,6,17.39
SEA,47.449,-122.309306,DEN,39.861656,-104.673178,6,7.45
IND,39.717331,-86.294383,MCO,28.429394,-81.308994,6,8.59
JFK,40.639751,-73.778925,ORF,36.894611,-76.201222,5,10.58
DCA,38.852083,-77.037722,JFK,40.639751,-73.778925,2,14.52
MIA,25.79325,-80.290556,IAD,38.944533,-77.455811,6,9.47
PHX,33.434278,-112.011583,PDX,45.588722,-122.5975,5,7.77
MEM,35.042417,-89.976667,SLC,40.788389,-111.977772,0,2.78
MCO,28.429394,-81.308994,MDW,41.785972,-87.752417,0,12.52
CMH,39.997972,-82.891889,MCO,28.429394,-81.308994,6,8.37
RSW,26.536167,-81.755167,DEN,39.861656,-104.673178,4,5.85
MSY,29.993389,-90.258028,MDW,41.785972,-87.752417,0,11.31
MSY,29.993389,-90.258028,EYW,24.556111,-81.759556,4,4.82
SAN,32.733556,-117.189667,FAT,36.776194,-119.71814,1,0.70
RIC,37.505167,-77.319667,JFK,40.639751,-73.778925,0,-0.25
COS,38.805805,-104.700778,ATL,33.636719,-84.428067,4,9.77
ATL,33.636719,-84.428067,GSP,34.895556,-82.218889,3,9.30
SLC,40.788389,-111.977772,AUS,30.194528,-97.669889,5,3.66
PIA,40.664203,-89.693258,DFW,32.896828,-97.037997,0,11.58
JAX,30.494056,-81.687861,MSP,44.881956,-93.221767,4,12.90
MSN,43.139858,-89.337514,DEN,39.861656,-104.673178,0,15.82
EWR,40.6925,-74.168667,GRR,42.880833,-85.522806,3,20.02
PHX,33.434278,-112.011583,ELP,31.80725,-106.377583,0,9.77
SAT,29.533694,-98.469778,BNA,36.124472,-86.678194,6,6.41
KOA,19.738767,-156.045631,SEA,47.449,-122.309306,4,-3.68
IAH,29.984433,-95.341442,EGE,39.642556,-106.917694,6,9.33
MHT,42.932556,-71.435667,BWI,39.175361,-76.668333,6,8.87
MDW,41.785972,-87.752417,IND,39.717331,-86.294383,2,6.56
DEN,39.861656,-104.673178,IND,39.717331,-86.294383,6,14.22
MEM,35.042417,-89.976667,ORD,41.978603,-87.904842,0,13.51
PDX,45.588722,-122.5975,ATL,33.636719,-84.428067,1,3.78
SHV,32.446629,-93.8256,DFW,32.896828,-97.037997,3,13.67
HOU,29.645419,-95.278889,JAX,30.494056,-81.687861,2,18.64
CLT,35.214,-80.943139,CLE,41.411689,-81.849794,3,6.73
CLT,35.214,-80.943139,EWR,40.6925,-74.168667,1,15.61
GEG,47.619861,-117.533833,PHX,33.434278,-112.011583,2,-0.86
DEN,39.861656,-104.673178,JFK,40.639751,-73.778925,4,13.70
PSP,33.829667,-116.506694,IAH,29.984433,-95.341442,0,19.38
PHL,39.871944,-75.241139,RDU,35.877639,-78.787472,5,5.10
STL,38.748697,-90.370028,MKE,42.947222,-87.896583,4,11.75
PIT,40.491467,-80.232872,SFO,37.618972,-122.374889,2,4.99
ITO,19.721375,-155.048469,OGG,20.89865,-156.430458,1,-4.44
OKC,35.393089,-97.600733,EWR,40.6925,-74.168667,3,3.37
SEA,47.449,-122.309306,DCA,38.852083,-77.037722,2,2.03
BUF,42.940525,-78.732167,TPA,27.975472,-82.53325,2,9.95
PNS,30.473425,-87.186611,ATL,33.636719,-84.428067,4,6.53
IAH,29.984433,-95.341442,PBI,26.683161,-80.095589,2,7.96
PDX,45.588722,-122.5975,BOI,43.564361,-116.222861,2,-0.39
PIT,40.491467,-80.232872,PHX,33.434278,-112.011583,4,3.17
BOI,43.564361,-116.222861,PHX,33.434278,-112.011583,3,4.38
SMF,38.695417,-121.590778,ATL,33.636719,-84.428067,6,10.77
DFW,32.896828,-97.037997,GSO,36.09775,-79.937306,1,10.42
SYR,43.111187,-76.106311,MCO,28.429394,-81.308994,5,2.62
LAN,42.7787,-84.587357,MSP,44.881956,-93.221767,2,5.35
MDW,41.785972,-87.752417,TYS,35.810972,-83.994028,3,1.09
PHL,39.871944,-75.241139,SYR,43.111187,-76.106311,4,9.00
SAV,32.127583,-81.202139,BOS,42.364347,-71.005181,3,3.91
MCO,28.429394,-81.308994,CLT,35.214,-80.943139,4,8.04
ORD,41.978603,-87.904842,DEN,39.861656,-104.673178,1,17.62
BHM,33.562942,-86.75355,JAX,30.494056,-81.687861,1,10.23
PHX,33.434278,-112.011583,MSP,44.881956,-93.221767,4,5.94
OAK,37.721278,-122.220722,IAH,29.984433,-95.341442,6,23.10
STL,38.748697,-90.370028,MCI,39.297606,-94.713905,2,11.54
CLE,41.411689,-81.849794,PHX,33.434278,-112.011583,5,2.95
BUR,34.200667,-118.358667,SFO,37.618972,-122.374889,0,17.92
SLC,40.788389,-111.977772,MEM,35.042417,-89.976667,5,3.30
DCA,38.852083,-77.037722,BNA,36.124472,-86.678194,4,11.41
CMH,39.997972,-82.891889,IAH,29.984433,-95.341442,4,9.39
CMH,39.997972,-82.891889,RSW,26.536167,-81.755167,5,11.82
