Origin,Org_Lat,Org_Lon,Dest,Dest_Lat,Dest_Lon,Day_Of_Week,Avg_Delay
SEA,47.449,-122.309306,MCO,28.429394,-81.308994,0,2.75
MCI,39.297606,-94.713905,RSW,26.536167,-81.755167,0,-4.80
SAN,32.733556,-117.189667,MSY,29.993389,-90.258028,3,16.84
LAX,33.942536,-118.408075,PHX,33.434278,-112.011583,2,7.44
BOS,42.364347,-71.005181,HOU,29.645419,-95.278889,1,6.38
SLC,40.788389,-111.977772,MSN,43.139858,-89.337514,3,3.15
DEN,39.861656,-104.673178,SEA,47.449,-122.309306,2,10.92
LIH,21.975983,-159.338958,SAN,32.733556,-117.189667,4,-3.61
JFK,40.639751,-73.778925,RDU,35.877639,-78.787472,4,12.25
RNO,39.499108,-119.768108,DFW,32.896828,-97.037997,2,8.56
PIT,40.491467,-80.232872,PBI,26.683161,-80.095589,6,-2.50
DFW,32.896828,-97.037997,PNS,30.473425,-87.186611,1,9.11
JFK,40.639751,-73.778925,CMH,39.997972,-82.891889,5,19.30
DFW,32.896828,-97.037997,DRO,37.151516,-107.75377,2,8.07
SJC,37.3626,-121.929022,IAH,29.984433,-95.341442,2,1.97
ATL,33.636719,-84.428067,OAK,37.721278,-122.220722,0,8.17
LAX,33.942536,-118.408075,AUS,30.194528,-97.669889,0,11.53
TPA,27.975472,-82.53325,CMH,39.997972,-82.891889,4,16.73
EGE,39.642556,-106.917694,DEN,39.861656,-104.673178,5,74.25
MCO,28.429394,-81.308994,STL,38.748697,-90.370028,0,11.26
LGA,40.777245,-73.872608,RIC,37.505167,-77.319667,6,9.80
LFT,30.205278,-91.987611,IAH,29.984433,-95.341442,0,7.94
ORD,41.978603,-87.904842,MIA,25.79325,-80.290556,2,13.04
EWR,40.6925,-74.168667,MSN,43.139858,-89.337514,0,23.19
LAS,36.080056,-115.15225,OAK,37.721278,-122.220722,3,14.62
MKE,42.947222,-87.896583,EWR,40.6925,-74.168667,1,10.80
MFE,26.175833,-98.238611,IAH,29.984433,-95.341442,6,9.30
AUS,30.194528,-97.669889,LBB,33.663639,-101.822778,3,10.23
ATL,33.636719,-84.428067,CLT,35.214,-80.943139,6,5.68
DFW,32.896828,-97.037997,ABQ,35.0402222,-106.6091944,1,10.00
BNA,36.124472,-86.678194,MSP,44.881956,-93.221767,2,5.34
MSP,44.881956,-93.221767,ATL,33.636719,-84.428067,3,6.98
HOU,29.645419,-95.278889,SAT,29.533694,-98.469778,3,14.66
SLC,40.788389,-111.977772,TUL,36.198389,-95.888111,1,3.21
LGA,40.777245,-73.872608,TPA,27.975472,-82.53325,3,15.72
RDM,44.254066,-121.149964,DEN,39.861656,-104.673178,4,6.81
MSY,29.993389,-90.258028,PHX,33.434278,-112.011583,5,14.96
SLC,40.788389,-111.977772,BOI,43.564361,-116.222861,1,1.47
BOS,42.364347,-71.005181,CAK,40.9160833,-81.4421944,4,16.38
LIT,34.729444,-92.224306,DFW,32.896828,-97.037997,2,14.47
ABQ,35.0402222,-106.6091944,ORD,41.978603,-87.904842,4,16.29
DEN,39.861656,-104.673178,SJC,37.3626,-121.929022,0,12.95
OAK,37.721278,-122.220722,DEN,39.861656,-104.673178,2,12.72
HNL,21.318681,-157.922428,IAH,29.984433,-95.341442,1,9.71
DEN,39.861656,-104.673178,SNA,33.675667,-117.868222,1,8.23
TPA,27.975472,-82.53325,DEN,39.861656,-104.673178,3,5.76
LAS,36.080056,-115.15225,MIA,25.79325,-80.290556,5,9.49
DTW,42.212444,-83.353389,MSN,43.139858,-89.337514,0,8.38
LAX,33.942536,-118.408075,SEA,47.449,-122.309306,4,4.33
RDU,35.877639,-78.787472,ATL,33.636719,-84.428067,2,6.67
HPN,41.066959,-73.707575,RSW,26.536167,-81.755167,0,-0.94
COS,38.805805,-104.700778,ATL,33.636719,-84.428067,6,6.26
DTW,42.212444,-83.353389,ORF,36.894611,-76.201222,5,5.79
OKC,35.393089,-97.600733,DAL,32.847111,-96.851778,0,10.52
FLL,26.072583,-80.15275,DEN,39.861656,-104.673178,4,10.25
PHX,33.434278,-112.011583,TUS,32.116083,-110.941028,4,2.00
DAL,32.847111,-96.851778,TUL,36.198389,-95.888111,1,13.44
DEN,39.861656,-104.673178,LBB,33.663639,-101.822778,2,11.40
LGA,40.777245,-73.872608,DCA,38.852083,-77.037722,6,5.11
IAH,29.984433,-95.341442,SLC,40.788389,-111.977772,6,10.07
DEN,39.861656,-104.673178,DAY,39.902375,-84.219375,4,18.20
DEN,39.861656,-104.673178,TYS,35.810972,-83.994028,1,13.11
IAH,29.984433,-95.341442,AMA,35.219369,-101.705931,6,9.56
BTM,45.954806,-112.497472,SLC,40.788389,-111.977772,3,-0.62
MSY,29.993389,-90.258028,SAT,29.533694,-98.469778,6,5.17
ATL,33.636719,-84.428067,MEM,35.042417,-89.976667,6,6.48
STL,38.748697,-90.370028,CMH,39.997972,-82.891889,4,13.72
DSM,41.533972,-93.663083,MSP,44.881956,-93.221767,6,7.24
DFW,32.896828,-97.037997,DEN,39.861656,-104.673178,3,14.33
ATL,33.636719,-84.428067,RIC,37.505167,-77.319667,0,8.75
LCH,30.126112,-93.223335,DFW,32.896828,-97.037997,6,9.53
OMA,41.303167,-95.894069,DEN,39.861656,-104.673178,4,10.48
XNA,36.2818694,-94.3068111,ATL,33.636719,-84.428067,1,7.61
BUF,42.940525,-78.732167,FLL,26.072583,-80.15275,1,5.40
MSP,44.881956,-93.221767,MKE,42.947222,-87.896583,0,9.48
DAY,39.902375,-84.219375,CLE,41.411689,-81.849794,5,9.00
SAN,32.733556,-117.189667,CLE,41.411689,-81.849794,4,2.00
SFO,37.618972,-122.374889,SAT,29.533694,-98.469778,4,18.48
MSP,44.881956,-93.221767,ORF,36.894611,-76.201222,0,18.03
LIH,21.975983,-159.338958,SJC,37.3626,-121.929022,2,-2.85
SAT,29.533694,-98.469778,TPA,27.975472,-82.53325,5,8.28
MIA,25.79325,-80.290556,BWI,39.175361,-76.668333,4,9.82
BOS,42.364347,-71.005181,MDW,41.785972,-87.752417,2,15.14
MCI,39.297606,-94.713905,BWI,39.175361,-76.668333,6,9.82
PSG,56.801667,-132.945278,JNU,58.354972,-134.576278,1,0.35
MSY,29.993389,-90.258028,AUS,30.194528,-97.669889,4,9.83
DFW,32.896828,-97.037997,MSY,29.993389,-90.258028,6,11.88
ATL,33.636719,-84.428067,CVG,39.048836,-84.667822,2,6.56
BOS,42.364347,-71.005181,STL,38.748697,-90.370028,2,14.68
EYW,24.556111,-81.759556,MIA,25.79325,-80.290556,1,-0.42
SIT,57.047138,-135.361611,KTN,55.355556,-131.71375,4,5.89
OAK,37.721278,-122.220722,LAX,33.942536,-118.408075,1,6.21
TPA,27.975472,-82.53325,MKE,42.947222,-87.896583,3,11.16
AUS,30.194528,-97.669889,LAS,36.080056,-115.15225,0,10.76
LGA,40.777245,-73.872608,BOS,42.364347,-71.005181,6,6.81
DTW,42.212444,-83.353389,GSP,34.895556,-82.218889,0,11.14
LIH,21.975983,-159.338958,SEA,47.449,-122.309306,1,1.68
DFW,32.896828,-97.037997,GJT,39.122413,-108.526735,6,11.09
CMH,39.997972,-82.891889,CLT,35.214,-80.943139,3,9.62
PBI,26.683161,-80.095589,DCA,38.852083,-77.037722,4,4.85
SEA,47.449,-122.309306,BUR,34.200667,-118.358667,1,-0.45
MYR,33.67975,-78.928333,ORD,41.978603,-87.904842,6,12.79
CLT,35.214,-80.943139,BHM,33.562942,-86.75355,0,6.92
DTW,42.212444,-83.353389,HPN,41.066959,-73.707575,0,12.77
CHS,32.898647,-80.040528,EWR,40.6925,-74.168667,6,8.77
LGA,40.777245,-73.872608,MSN,43.139858,-89.337514,1,16.04
MIA,25.79325,-80.290556,MSY,29.993389,-90.258028,5,7.62
MCO,28.429394,-81.308994,OMA,41.303167,-95.894069,0,23.24
CVG,39.048836,-84.667822,PHL,39.871944,-75.241139,6,6.14
MCI,39.297606,-94.713905,SNA,33.675667,-117.868222,0,1.27
MEM,35.042417,-89.976667,AUS,30.194528,-97.669889,0,-0.36
DFW,32.896828,-97.037997,DRO,37.151516,-107.75377,6,9.88
ATL,33.636719,-84.428067,MYR,33.67975,-78.928333,0,12.64
DAL,32.847111,-96.851778,ABQ,35.0402222,-106.6091944,6,13.66
CLE,41.411689,-81.849794,TPA,27.975472,-82.53325,5,14.18
IAD,38.944533,-77.455811,CHS,32.898647,-80.040528,5,12.60
ORF,36.894611,-76.201222,LGA,40.777245,-73.872608,2,16.31
IAD,38.944533,-77.455811,PDX,45.588722,-122.5975,5,25.13
IAH,29.984433,-95.341442,OAK,37.721278,-122.220722,3,18.50
OAK,37.721278,-122.220722,ABQ,35.0402222,-106.6091944,2,9.93
ORD,41.978603,-87.904842,MYR,33.67975,-78.928333,1,16.46
CLE,41.411689,-81.849794,CMH,39.997972,-82.891889,3,7.31
SEA,47.449,-122.309306,FLL,26.072583,-80.15275,4,1.52
PHL,39.871944,-75.241139,HOU,29.645419,-95.278889,2,-2.00
SFO,37.618972,-122.374889,TUS,32.116083,-110.941028,4,16.11
IAD,38.944533,-77.455811,SMF,38.695417,-121.590778,3,25.35
TXK,33.453722,-93.991028,DFW,32.896828,-97.037997,1,3.56
SDF,38.1740858,-85.7364989,TPA,27.975472,-82.53325,2,7.29
LAS,36.080056,-115.15225,DEN,39.861656,-104.673178,1,9.17
SEA,47.449,-122.309306,MSP,44.881956,-93.221767,2,5.39
CLE,41.411689,-81.849794,BOS,42.364347,-71.005181,3,8.28
ORD,41.978603,-87.904842,PVD,41.732581,-71.420383,5,14.75
MKE,42.947222,-87.896583,BWI,39.175361,-76.668333,5,5.54
CLE,41.411689,-81.849794,SYR,43.111187,-76.106311,5,18.83
HNL,21.318681,-157.922428,JFK,40.639751,-73.778925,3,2.97
PHX,33.434278,-112.011583,HOU,29.645419,-95.278889,3,15.59
SEA,47.449,-122.309306,AUS,30.194528,-97.669889,3,4.91
MEM,35.042417,-89.976667,STL,38.748697,-90.370028,3,2.76
MSY,29.993389,-90.258028,DAL,32.847111,-96.851778,1,10.35
JFK,40.639751,-73.778925,DEN,39.861656,-104.673178,3,17.75
FLL,26.072583,-80.15275,ORD,41.978603,-87.904842,6,8.82
CLT,35.214,-80.943139,STL,38.748697,-90.370028,6,5.60
HNL,21.318681,-157.922428,SJC,37.3626,-121.929022,1,12.94
GRR,42.880833,-85.522806,EWR,40.6925,-74.168667,2,13.08
GPT,30.407278,-89.070111,IAH,29.984433,-95.341442,3,5.08
BHM,33.562942,-86.75355,DFW,32.896828,-97.037997,1,14.87
ORD,41.978603,-87.904842,PSP,33.829667,-116.506694,3,11.25
MCI,39.297606,-94.713905,BWI,39.175361,-76.668333,4,12.20
SLC,40.788389,-111.977772,TPA,27.975472,-82.53325,6,1.50
SAT,29.533694,-98.469778,ELP,31.80725,-106.377583,3,12.34
BHM,33.562942,-86.75355,MCO,28.429394,-81.308994,3,17.01
CLT,35.214,-80.943139,PHL,39.871944,-75.241139,2,9.63
SEA,47.449,-122.309306,DAL,32.847111,-96.851778,1,10.10
PHX,33.434278,-112.011583,JFK,40.639751,-73.778925,0,11.36
IAH,29.984433,-95.341442,PIA,40.664203,-89.693258,4,7.24
BWI,39.175361,-76.668333,PBI,26.683161,-80.095589,2,18.27
ALB,42.748267,-73.801692,IAD,38.944533,-77.455811,5,7.46
ANC,61.174361,-149.996361,OTZ,66.884678,-162.59855,3,1.71
DEN,39.861656,-104.673178,LIT,34.729444,-92.224306,2,9.96
STL,38.748697,-90.370028,SFO,37.618972,-122.374889,5,9.63
BWI,39.175361,-76.668333,MKE,42.947222,-87.896583,1,13.84
SAN,32.733556,-117.189667,ORD,41.978603,-87.904842,3,10.69
ATL,33.636719,-84.428067,FLL,26.072583,-80.15275,2,8.80
JAX,30.494056,-81.687861,ORD,41.978603,-87.904842,6,12.76
IAD,38.944533,-77.455811,IAH,29.984433,-95.341442,0,17.04
MDW,41.785972,-87.752417,DAL,32.847111,-96.851778,0,12.69
LAN,42.7787,-84.587357,DTW,42.212444,-83.353389,6,6.12
LGA,40.777245,-73.872608,MKE,42.947222,-87.896583,4,18.81
CLE,41.411689,-81.849794,SDF,38.1740858,-85.7364989,3,7.56
MSP,44.881956,-93.221767,SDF,38.1740858,-85.7364989,2,4.59
LAS,36.080056,-115.15225,ABQ,35.0402222,-106.6091944,1,10.96
PVD,41.732581,-71.420383,MDW,41.785972,-87.752417,2,10.33
CVG,39.048836,-84.667822,SLC,40.788389,-111.977772,5,3.77
DEN,39.861656,-104.673178,GRR,42.880833,-85.522806,1,10.98
CLT,35.214,-80.943139,IND,39.717331,-86.294383,1,0.17
GRR,42.880833,-85.522806,EWR,40.6925,-74.168667,3,20.02
PNS,30.473425,-87.186611,IAH,29.984433,-95.341442,0,5.03
TPA,27.975472,-82.53325,CAK,40.9160833,-81.4421944,2,12.11
LFT,30.205278,-91.987611,DFW,32.896828,-97.037997,0,7.40
IND,39.717331,-86.294383,MCO,28.429394,-81.308994,1,5.52
SEA,47.449,-122.309306,MEM,35.042417,-89.976667,0,-2.60
SJC,37.3626,-121.929022,SNA,33.675667,-117.868222,3,8.34
MEM,35.042417,-89.976667,IAH,29.984433,-95.341442,0,6.83
ORD,41.978603,-87.904842,SAN,32.733556,-117.189667,0,15.95
CVG,39.048836,-84.667822,MCI,39.297606,-94.713905,6,4.38
MKE,42.947222,-87.896583,CLE,41.411689,-81.849794,2,2.29
SFO,37.618972,-122.374889,PDX,45.588722,-122.5975,6,10.11
CLE,41.411689,-81.849794,CLT,35.214,-80.943139,1,0.24
DCA,38.852083,-77.037722,GSP,34.895556,-82.218889,5,9.25
DEN,39.861656,-104.673178,AUS,30.194528,-97.669889,5,10.49
RAP,44.045278,-103.057222,IAH,29.984433,-95.341442,6,6.52
DFW,32.896828,-97.037997,ANC,61.174361,-149.996361,6,18.42
DCA,38.852083,-77.037722,BTR,30.533167,-91.149639,6,40.00
PHL,39.871944,-75.241139,MIA,25.79325,-80.290556,1,6.03
FLL,26.072583,-80.15275,DAL,32.847111,-96.851778,0,8.21
ROA,37.325472,-79.975417,IAD,38.944533,-77.455811,6,4.26
PBI,26.683161,-80.095589,CLE,41.411689,-81.849794,6,6.49
AUS,30.194528,-97.669889,MCO,28.429394,-81.308994,6,9.11
ORD,41.978603,-87.904842,MTJ,38.509794,-107.894242,5,25.80
MIA,25.79325,-80.290556,ORD,41.978603,-87.904842,0,12.38
SAN,32.733556,-117.189667,DCA,38.852083,-77.037722,0,12.49
LAX,33.942536,-118.408075,BDL,41.938889,-72.683222,0,-1.04
SLC,40.788389,-111.977772,IAH,29.984433,-95.341442,5,5.60
STL,38.748697,-90.370028,EWR,40.6925,-74.168667,1,17.43
JAX,30.494056,-81.687861,BOS,42.364347,-71.005181,5,4.28
BUF,42.940525,-78.732167,PHX,33.434278,-112.011583,1,11.22
DTW,42.212444,-83.353389,PHX,33.434278,-112.011583,4,4.59
MEM,35.042417,-89.976667,PIT,40.491467,-80.232872,6,1.36
ABQ,35.0402222,-106.6091944,BWI,39.175361,-76.668333,3,13.37
OAK,37.721278,-122.220722,DFW,32.896828,-97.037997,5,15.10
PVD,41.732581,-71.420383,PBI,26.683161,-80.095589,0,-1.69
HOU,29.645419,-95.278889,OAK,37.721278,-122.220722,6,15.25
TPA,27.975472,-82.53325,PHL,39.871944,-75.241139,4,8.31
MKE,42.947222,-87.896583,JFK,40.639751,-73.778925,0,27.23
CLE,41.411689,-81.849794,BOS,42.364347,-71.005181,4,4.49
SJC,37.3626,-121.929022,ORD,41.978603,-87.904842,2,18.72
PIT,40.491467,-80.232872,JFK,40.639751,-73.778925,0,14.58
SAN,32.733556,-117.189667,SFO,37.618972,-122.374889,2,12.97
MSY,29.993389,-90.258028,MKE,42.947222,-87.896583,3,7.62
SFO,37.618972,-122.374889,DTW,42.212444,-83.353389,0,4.29
RAP,44.045278,-103.057222,SLC,40.788389,-111.977772,4,0.95
ROC,43.118866,-77.672389,CLE,41.411689,-81.849794,6,-5.58
DFW,32.896828,-97.037997,MEM,35.042417,-89.976667,3,13.80
LGA,40.777245,-73.872608,TPA,27.975472,-82.53325,4,15.88
SEA,47.449,-122.309306,KOA,19.738767,-156.045631,1,3.46
BWI,39.175361,-76.668333,HOU,29.645419,-95.278889,1,15.26
SAN,32.733556,-117.189667,MIA,25.79325,-80.290556,6,-2.98
LAS,36.080056,-115.15225,CLT,35.214,-80.943139,0,1.94
ORD,41.978603,-87.904842,BOS,42.364347,-71.005181,2,14.67
SAN,32.733556,-117.189667,LAS,36.080056,-115.15225,0,10.89
STL,38.748697,-90.370028,JFK,40.639751,-73.778925,2,3.11
BOS,42.364347,-71.005181,MSP,44.881956,-93.221767,5,5.47
SNA,33.675667,-117.868222,DEN,39.861656,-104.673178,3,8.92
HDN,40.481181,-107.21766,SEA,47.449,-122.309306,2,-5.03
COS,38.805805,-104.700778,ATL,33.636719,-84.428067,3,7.47
EWR,40.6925,-74.168667,DCA,38.852083,-77.037722,5,8.52
AUS,30.194528,-97.669889,SFO,37.618972,-122.374889,4,17.39
AUS,30.194528,-97.669889,MSY,29.993389,-90.258028,6,8.65
SJC,37.3626,-121.929022,SNA,33.675667,-117.868222,5,6.97
HRL,26.2285,-97.654389,AUS,30.194528,-97.669889,1,5.40
DEN,39.861656,-104.673178,PSP,33.829667,-116.506694,3,12.34
SLC,40.788389,-111.977772,GEG,47.619861,-117.533833,5,1.31
GEG,47.619861,-117.533833,MDW,41.785972,-87.752417,2,19.83
IND,39.717331,-86.294383,BOS,42.364347,-71.005181,5,4.67
CLT,35.214,-80.943139,SAV,32.127583,-81.202139,1,10.03
JAN,32.311167,-90.075889,DFW,32.896828,-97.037997,3,11.20
IND,39.717331,-86.294383,CLE,41.411689,-81.849794,6,7.35
SAV,32.127583,-81.202139,CLT,35.214,-80.943139,3,7.95
DTW,42.212444,-83.353389,CAK,40.9160833,-81.4421944,4,8.98
JAX,30.494056,-81.687861,IAD,38.944533,-77.455811,1,9.78
SNA,33.675667,-117.868222,SEA,47.449,-122.309306,5,-3.35
COS,38.805805,-104.700778,DFW,32.896828,-97.037997,3,6.53
ORD,41.978603,-87.904842,RSW,26.536167,-81.755167,0,13.14
EWR,40.6925,-74.168667,SYR,43.111187,-76.106311,4,7.98
HOU,29.645419,-95.278889,LAS,36.080056,-115.15225,5,8.58
HDN,40.481181,-107.21766,DFW,32.896828,-97.037997,4,7.08
IAD,38.944533,-77.455811,TUL,36.198389,-95.888111,6,26.63
PHL,39.871944,-75.241139,SDF,38.1740858,-85.7364989,4,4.77
CLT,35.214,-80.943139,ALB,42.748267,-73.801692,6,6.73
DEN,39.861656,-104.673178,BNA,36.124472,-86.678194,3,13.41
RSW,26.536167,-81.755167,EWR,40.6925,-74.168667,0,9.21
PHL,39.871944,-75.241139,SAT,29.533694,-98.469778,1,9.67
EWR,40.6925,-74.168667,EGE,39.642556,-106.917694,0,22.33
MCO,28.429394,-81.308994,DTW,42.212444,-83.353389,6,6.51
ORF,36.894611,-76.201222,MIA,25.79325,-80.290556,4,14.17
MSY,29.993389,-90.258028,MSP,44.881956,-93.221767,0,14.65
ATL,33.636719,-84.428067,SJC,37.3626,-121.929022,3,9.75
DEN,39.861656,-104.673178,PVD,41.732581,-71.420383,0,24.23
MDW,41.785972,-87.752417,JAX,30.494056,-81.687861,4,12.87
EWR,40.6925,-74.168667,BTV,44.471861,-73.153278,5,4.34
IAD,38.944533,-77.455811,JAC,43.607333333,-110.73775,5,21.85
BOS,42.364347,-71.005181,ORD,41.978603,-87.904842,3,14.82
MEM,35.042417,-89.976667,BOS,42.364347,-71.005181,3,2.78
ATL,33.636719,-84.428067,JAC,43.607333333,-110.73775,4,13.61
CLT,35.214,-80.943139,ALB,42.748267,-73.801692,4,3.04
MSP,44.881956,-93.221767,AUS,30.194528,-97.669889,6,6.48
JNU,58.354972,-134.576278,SEA,47.449,-122.309306,2,-0.66
MDW,41.785972,-87.752417,SAN,32.733556,-117.189667,1,16.78
SFO,37.618972,-122.374889,MSP,44.881956,-93.221767,6,4.51
CLT,35.214,-80.943139,DCA,38.852083,-77.037722,5,8.25
PIT,40.491467,-80.232872,MCO,28.429394,-81.308994,1,9.75
IND,39.717331,-86.294383,TPA,27.975472,-82.53325,2,6.85
CLT,35.214,-80.943139,MSY,29.993389,-90.258028,6,4.30
MSP,44.881956,-93.221767,DSM,41.533972,-93.663083,4,9.30
OAK,37.721278,-122.220722,SNA,33.675667,-117.868222,5,6.32
MCO,28.429394,-81.308994,SDF,38.1740858,-85.7364989,2,16.13
TPA,27.975472,-82.53325,ALB,42.748267,-73.801692,2,19.78
RAP,44.045278,-103.057222,SLC,40.788389,-111.977772,2,2.88
CLE,41.411689,-81.849794,DTW,42.212444,-83.353389,1,10.22
LAX,33.942536,-118.408075,BFL,35.433598,-119.05677,1,4.55
SFO,37.618972,-122.374889,PDX,45.588722,-122.5975,2,8.56
AUS,30.194528,-97.669889,TPA,27.975472,-82.53325,2,13.58
IAD,38.944533,-77.455811,PBI,26.683161,-80.095589,3,5.56
OKC,35.393089,-97.600733,HOU,29.645419,-95.278889,5,8.00
DEN,39.861656,-104.673178,OKC,35.393089,-97.600733,0,15.26
SEA,47.449,-122.309306,DFW,32.896828,-97.037997,5,7.23
JFK,40.639751,-73.778925,ROC,43.118866,-77.672389,2,11.12
PVD,41.732581,-71.420383,ORD,41.978603,-87.904842,5,-0.41
DEN,39.861656,-104.673178,COS,38.805805,-104.700778,1,15.06
RSW,26.536167,-81.755167,JFK,40.639751,-73.778925,5,15.04
ATL,33.636719,-84.428067,HOU,29.645419,-95.278889,6,10.41
ORD,41.978603,-87.904842,MIA,25.79325,-80.290556,4,14.18
DTW,42.212444,-83.353389,XNA,36.2818694,-94.3068111,1,17.64
DAY,39.902375,-84.219375,DFW,32.896828,-97.037997,2,6.31
SNA,33.675667,-117.868222,DEN,39.861656,-104.673178,5,6.11
LRD,27.54375,-99.461556,DFW,32.896828,-97.037997,1,5.73
DFW,32.896828,-97.037997,LCH,30.126112,-93.223335,0,11.01
SFO,37.618972,-122.374889,COS,38.805805,-104.700778,6,17.72
ATL,33.636719,-84.428067,MOB,30.691231,-88.242814,2,9.77
KOA,19.738767,-156.045631,SFO,37.618972,-122.374889,5,14.13
BOS,42.364347,-71.005181,MCO,28.429394,-81.308994,2,8.37
MEM,35.042417,-89.976667,IAH,29.984433,-95.341442,2,5.31
OGG,20.89865,-156.430458,KOA,19.738767,-156.045631,2,-1.02
LGA,40.777245,-73.872608,CHS,32.898647,-80.040528,2,11.47
JFK,40.639751,-73.778925,ATL,33.636719,-84.428067,1,16.45
CLT,35.214,-80.943139,MHT,42.932556,-71.435667,0,14.44
FLL,26.072583,-80.15275,DFW,32.896828,-97.037997,5,7.38
DFW,32.896828,-97.037997,PSP,33.829667,-116.506694,1,12.47
BUR,34.200667,-118.358667,PHX,33.434278,-112.011583,1,2.74
ORD,41.978603,-87.904842,SJC,37.3626,-121.929022,0,12.60
RDU,35.877639,-78.787472,LAX,33.942536,-118.408075,4,7.96
FLL,26.072583,-80.15275,DCA,38.852083,-77.037722,5,9.28
DTW,42.212444,-83.353389,MQT,46.353611,-87.395278,3,12.09
JNU,58.354972,-134.576278,YAK,59.3012,-139.3937,3,5.13
LGA,40.777245,-73.872608,DCA,38.852083,-77.037722,3,5.08
IAD,38.944533,-77.455811,LAX,33.942536,-118.408075,6,10.88
ATL,33.636719,-84.428067,TUS,32.116083,-110.941028,5,6.09
OKC,35.393089,-97.600733,DTW,42.212444,-83.353389,2,5.58
DFW,32.896828,-97.037997,ATL,33.636719,-84.428067,3,11.71
SJC,37.3626,-121.929022,AUS,30.194528,-97.669889,1,8.67
COS,38.805805,-104.700778,DFW,32.896828,-97.037997,5,8.58
LGA,40.777245,-73.872608,RDU,35.877639,-78.787472,3,12.49
SAN,32.733556,-117.189667,OGG,20.89865,-156.430458,0,-4.64
SJC,37.3626,-121.929022,SEA,47.449,-122.309306,5,1.88
SMF,38.695417,-121.590778,DEN,39.861656,-104.673178,4,9.23
DAL,32.847111,-96.851778,MDW,41.785972,-87.752417,1,11.06
CAK,40.9160833,-81.4421944,RSW,26.536167,-81.755167,0,5.18
DCA,38.852083,-77.037722,CHS,32.898647,-80.040528,2,2.96
HNL,21.318681,-157.922428,SFO,37.618972,-122.374889,1,11.32
SLC,40.788389,-111.977772,OKC,35.393089,-97.600733,3,6.02
SJC,37.3626,-121.929022,LAX,33.942536,-118.408075,5,6.70
IPL,32.834219,-115.578744,LAX,33.942536,-118.408075,1,2.72
EWR,40.6925,-74.168667,RDU,35.877639,-78.787472,1,10.94
DFW,32.896828,-97.037997,LRD,27.54375,-99.461556,3,10.56
STL,38.748697,-90.370028,TUL,36.198389,-95.888111,5,10.13
LGA,40.777245,-73.872608,LIT,34.729444,-92.224306,5,0.95
MQT,46.353611,-87.395278,ORD,41.978603,-87.904842,2,11.04
ORD,41.978603,-87.904842,PNS,30.473425,-87.186611,3,14.45
SAN,32.733556,-117.189667,JFK,40.639751,-73.778925,0,10.38
HSV,34.6371944,-86.7750556,IAH,29.984433,-95.341442,4,8.37
LAS,36.080056,-115.15225,ORD,41.978603,-87.904842,0,12.03
BOS,42.364347,-71.005181,ORD,41.978603,-87.904842,5,5.29
BOS,42.364347,-71.005181,LGA,40.777245,-73.872608,0,7.17
HOU,29.645419,-95.278889,JFK,40.639751,-73.778925,2,20.13
LAX,33.942536,-118.408075,MDW,41.785972,-87.752417,3,16.55
AUS,30.194528,-97.669889,STL,38.748697,-90.370028,2,2.17
PSG,56.801667,-132.945278,JNU,58.354972,-134.576278,5,-1.56
JFK,40.639751,-73.778925,SJC,37.3626,-121.929022,6,17.74
MIA,25.79325,-80.290556,IAD,38.944533,-77.455811,5,9.74
ATL,33.636719,-84.428067,LEX,38.0365,-84.605889,3,7.87
MDW,41.785972,-87.752417,TUL,36.198389,-95.888111,2,16.47
RDU,35.877639,-78.787472,DTW,42.212444,-83.353389,4,8.15
MSP,44.881956,-93.221767,BWI,39.175361,-76.668333,1,6.59
IAH,29.984433,-95.341442,MCI,39.297606,-94.713905,6,15.74
STL,38.748697,-90.370028,LAX,33.942536,-118.408075,0,10.25
COS,38.805805,-104.700778,DEN,39.861656,-104.673178,6,8.68
SJC,37.3626,-121.929022,AUS,30.194528,-97.669889,4,12.61
LAS,36.080056,-115.15225,SLC,40.788389,-111.977772,0,10.91
IAH,29.984433,-95.341442,ABQ,35.0402222,-106.6091944,1,11.33
JFK,40.639751,-73.778925,OAK,37.721278,-122.220722,4,12.20
JFK,40.639751,-73.778925,ROC,43.118866,-77.672389,4,12.97
OAK,37.721278,-122.220722,BOS,42.364347,-71.005181,1,20.91
DEN,39.861656,-104.673178,DAL,32.847111,-96.851778,0,9.18
PBI,26.683161,-80.095589,CLE,41.411689,-81.849794,0,11.85
CLE,41.411689,-81.849794,IAH,29.984433,-95.341442,5,2.87
ICT,37.649944,-97.433056,IAH,29.984433,-95.341442,4,12.05
DFW,32.896828,-97.037997,SJC,37.3626,-121.929022,4,13.97
ATL,33.636719,-84.428067,TPA,27.975472,-82.53325,6,8.99
ATL,33.636719,-84.428067,SEA,47.449,-122.309306,1,7.19
JAX,30.494056,-81.687861,JFK,40.639751,-73.778925,3,15.68
SLC,40.788389,-111.977772,GCC,44.3489167,-105.5393611,0,3.34
ALB,42.748267,-73.801692,FLL,26.072583,-80.15275,3,5.57
ORF,36.894611,-76.201222,IAH,29.984433,-95.341442,3,16.16
OMA,41.303167,-95.894069,LAS,36.080056,-115.15225,4,7.72
DCA,38.852083,-77.037722,IND,39.717331,-86.294383,4,3.60
LAS,36.080056,-115.15225,MCI,39.297606,-94.713905,3,15.91
