Origin,Org_Lat,Org_Lon,Dest,Dest_Lat,Dest_Lon,Time_Of_Day,Avg_Delay
DEN,39.861656,-104.673178,RNO,39.499108,-119.768108,12,10.09
DCA,38.852083,-77.037722,CLT,35.214,-80.943139,8,1.25
OMA,41.303167,-95.894069,DFW,32.896828,-97.037997,18,7.90
COS,38.805805,-104.700778,ATL,33.636719,-84.428067,7,-2.52
CLE,41.411689,-81.849794,RSW,26.536167,-81.755167,10,13.10
TPA,27.975472,-82.53325,BOS,42.364347,-71.005181,20,22.61
ORD,41.978603,-87.904842,DEN,39.861656,-104.673178,15,21.93
LAX,33.942536,-118.408075,HOU,29.645419,-95.278889,5,0.16
ATL,33.636719,-84.428067,PNS,30.473425,-87.186611,10,5.09
CLT,35.214,-80.943139,BNA,36.124472,-86.678194,19,11.48
JFK,40.639751,-73.778925,RSW,26.536167,-81.755167,18,34.27
ATL,33.636719,-84.428067,CHS,32.898647,-80.040528,15,5.87
PHX,33.434278,-112.011583,BWI,39.175361,-76.668333,11,13.77
CLE,41.411689,-81.849794,DFW,32.896828,-97.037997,20,12.86
MCO,28.429394,-81.308994,PIT,40.491467,-80.232872,8,1.84
PBI,26.683161,-80.095589,IAH,29.984433,-95.341442,16,9.75
LAS,36.080056,-115.15225,CMH,39.997972,-82.891889,6,-1.50
SAT,29.533694,-98.469778,CLT,35.214,-80.943139,19,37.00
DTW,42.212444,-83.353389,DSM,41.533972,-93.663083,15,5.75
SAV,32.127583,-81.202139,DFW,32.896828,-97.037997,19,15.19
MYR,33.67975,-78.928333,ATL,33.636719,-84.428067,19,11.01
DFW,32.896828,-97.037997,TUL,36.198389,-95.888111,7,2.32
MIA,25.79325,-80.290556,DTW,42.212444,-83.353389,12,4.86
SAT,29.533694,-98.469778,SEA,47.449,-122.309306,18,-3.11
TPA,27.975472,-82.53325,LGA,40.777245,-73.872608,9,2.04
ORF,36.894611,-76.201222,CLT,35.214,-80.943139,21,7.69
ORD,41.978603,-87.904842,DFW,32.896828,-97.037997,13,15.53
MKE,42.947222,-87.896583,ORD,41.978603,-87.904842,13,13.41
CAK,40.9160833,-81.4421944,ATL,33.636719,-84.428067,19,15.24
MDW,41.785972,-87.752417,PHX,33.434278,-112.011583,12,12.23
PBI,26.683161,-80.095589,ATL,33.636719,-84.428067,7,-0.91
LAX,33.942536,-118.408075,EWR,40.6925,-74.168667,10,18.52
CLE,41.411689,-81.849794,PHL,39.871944,-75.241139,12,2.38
PHX,33.434278,-112.011583,RNO,39.499108,-119.768108,12,9.07
MSY,29.993389,-90.258028,HOU,29.645419,-95.278889,7,-0.76
JFK,40.639751,-73.778925,ROC,43.118866,-77.672389,22,17.64
DFW,32.896828,-97.037997,CLE,41.411689,-81.849794,15,13.06
ORF,36.894611,-76.201222,EWR,40.6925,-74.168667,18,21.95
EWR,40.6925,-74.168667,CLT,35.214,-80.943139,21,23.49
MCO,28.429394,-81.308994,FNT,42.965424,-83.743629,9,11.80
RIC,37.505167,-77.319667,IAH,29.984433,-95.341442,17,15.74
HNL,21.318681,-157.922428,SEA,47.449,-122.309306,22,3.94
HOU,29.645419,-95.278889,DAL,32.847111,-96.851778,15,14.76
DEN,39.861656,-104.673178,SEA,47.449,-122.309306,16,11.14
OAK,37.721278,-122.220722,MDW,41.785972,-87.752417,9,7.52
BWI,39.175361,-76.668333,MCI,39.297606,-94.713905,15,19.56
TYS,35.810972,-83.994028,DFW,32.896828,-97.037997,20,1.35
SDF,38.1740858,-85.7364989,CLT,35.214,-80.943139,13,5.08
DAL,32.847111,-96.851778,BNA,36.124472,-86.678194,12,8.22
IAH,29.984433,-95.341442,TYS,35.810972,-83.994028,7,-0.16
SAN,32.733556,-117.189667,DFW,32.896828,-97.037997,12,17.57
ISP,40.79525,-73.100222,MCO,28.429394,-81.308994,20,15.63
DTW,42.212444,-83.353389,GSP,34.895556,-82.218889,17,17.79
CLT,35.214,-80.943139,ORF,36.894611,-76.201222,7,2.21
MSY,29.993389,-90.258028,ATL,33.636719,-84.428067,11,5.62
BNA,36.124472,-86.678194,PHL,39.871944,-75.241139,22,7.00
ABQ,35.0402222,-106.6091944,SAN,32.733556,-117.189667,18,22.51
SLC,40.788389,-111.977772,LAS,36.080056,-115.15225,13,6.07
JFK,40.639751,-73.778925,SYR,43.111187,-76.106311,19,24.60
RSW,26.536167,-81.755167,IAH,29.984433,-95.341442,16,14.21
ATL,33.636719,-84.428067,SFO,37.618972,-122.374889,8,2.94
SFO,37.618972,-122.374889,KOA,19.738767,-156.045631,16,11.49
ORD,41.978603,-87.904842,DSM,41.533972,-93.663083,22,11.98
DFW,32.896828,-97.037997,GSP,34.895556,-82.218889,15,5.77
SIT,57.047138,-135.361611,KTN,55.355556,-131.71375,11,7.31
ORD,41.978603,-87.904842,MIA,25.79325,-80.290556,19,24.45
SJC,37.3626,-121.929022,OGG,20.89865,-156.430458,8,1.47
FLL,26.072583,-80.15275,BOS,42.364347,-71.005181,15,24.37
GPT,30.407278,-89.070111,ATL,33.636719,-84.428067,18,9.96
MKE,42.947222,-87.896583,ATL,33.636719,-84.428067,10,2.89
CLT,35.214,-80.943139,JFK,40.639751,-73.778925,17,28.34
DAY,39.902375,-84.219375,ORD,41.978603,-87.904842,20,16.61
EWR,40.6925,-74.168667,MDW,41.785972,-87.752417,18,33.53
DEN,39.861656,-104.673178,ICT,37.649944,-97.433056,9,8.26
ATL,33.636719,-84.428067,AUS,30.194528,-97.669889,8,2.75
MCO,28.429394,-81.308994,PHL,39.871944,-75.241139,17,16.13
IAH,29.984433,-95.341442,SFO,37.618972,-122.374889,6,7.34
ORD,41.978603,-87.904842,BTV,44.471861,-73.153278,20,52.08
SMF,38.695417,-121.590778,LAX,33.942536,-118.408075,18,10.77
SMF,38.695417,-121.590778,LAS,36.080056,-115.15225,10,5.65
MKE,42.947222,-87.896583,ORD,41.978603,-87.904842,11,11.07
DEN,39.861656,-104.673178,HDN,40.481181,-107.21766,15,23.00
SNA,33.675667,-117.868222,PHX,33.434278,-112.011583,13,14.58
FNT,42.965424,-83.743629,MCO,28.429394,-81.308994,7,-3.19
MDW,41.785972,-87.752417,HOU,29.645419,-95.278889,17,19.48
SLC,40.788389,-111.977772,PHL,39.871944,-75.241139,14,1.50
MIA,25.79325,-80.290556,LGA,40.777245,-73.872608,9,6.79
MKE,42.947222,-87.896583,DAL,32.847111,-96.851778,17,5.52
DFW,32.896828,-97.037997,PBI,26.683161,-80.095589,7,0.54
DEN,39.861656,-104.673178,EWR,40.6925,-74.168667,11,22.89
PVD,41.732581,-71.420383,CLT,35.214,-80.943139,9,17.57
JAN,32.311167,-90.075889,MCO,28.429394,-81.308994,11,15.57
RDU,35.877639,-78.787472,MSP,44.881956,-93.221767,19,18.91
LGA,40.777245,-73.872608,CHO,38.138639,-78.452861,18,2.00
LGA,40.777245,-73.872608,CHS,32.898647,-80.040528,12,16.24
SNA,33.675667,-117.868222,DAL,32.847111,-96.851778,6,1.49
SAT,29.533694,-98.469778,DFW,32.896828,-97.037997,12,9.35
ORD,41.978603,-87.904842,LAX,33.942536,-118.408075,14,12.49
BNA,36.124472,-86.678194,TPA,27.975472,-82.53325,17,20.77
MCI,39.297606,-94.713905,BNA,36.124472,-86.678194,19,11.13
IAH,29.984433,-95.341442,PSP,33.829667,-116.506694,8,0.00
ABQ,35.0402222,-106.6091944,DFW,32.896828,-97.037997,9,8.08
TUS,32.116083,-110.941028,LAX,33.942536,-118.408075,17,12.76
LGA,40.777245,-73.872608,PIT,40.491467,-80.232872,11,13.64
DCA,38.852083,-77.037722,EWR,40.6925,-74.168667,11,9.37
PIT,40.491467,-80.232872,LAS,36.080056,-115.15225,11,3.14
JFK,40.639751,-73.778925,ORD,41.978603,-87.904842,9,4.69
SFO,37.618972,-122.374889,BOS,42.364347,-71.005181,7,0.15
TPA,27.975472,-82.53325,HOU,29.645419,-95.278889,18,17.70
ORD,41.978603,-87.904842,SLC,40.788389,-111.977772,11,15.58
DFW,32.896828,-97.037997,BNA,36.124472,-86.678194,9,6.70
LAX,33.942536,-118.408075,ATL,33.636719,-84.428067,6,2.32
IAH,29.984433,-95.341442,SAN,32.733556,-117.189667,21,16.35
HPN,41.066959,-73.707575,FLL,26.072583,-80.15275,20,33.00
MCO,28.429394,-81.308994,MKE,42.947222,-87.896583,14,12.83
HOU,29.645419,-95.278889,AUS,30.194528,-97.669889,19,38.07
DEN,39.861656,-104.673178,CVG,39.048836,-84.667822,12,-1.80
ORD,41.978603,-87.904842,BOS,42.364347,-71.005181,20,20.22
SFO,37.618972,-122.374889,MKE,42.947222,-87.896583,12,10.35
ATL,33.636719,-84.428067,SAT,29.533694,-98.469778,21,15.63
LAS,36.080056,-115.15225,ELP,31.80725,-106.377583,16,26.81
HNL,21.318681,-157.922428,KOA,19.738767,-156.045631,7,-4.81
ATL,33.636719,-84.428067,BWI,39.175361,-76.668333,8,2.48
SDF,38.1740858,-85.7364989,TPA,27.975472,-82.53325,8,1.78
LBB,33.663639,-101.822778,IAH,29.984433,-95.341442,13,8.22
MDW,41.785972,-87.752417,BHM,33.562942,-86.75355,14,14.43
DFW,32.896828,-97.037997,OMA,41.303167,-95.894069,16,11.96
SFO,37.618972,-122.374889,FAT,36.776194,-119.71814,18,15.39
CAK,40.9160833,-81.4421944,RSW,26.536167,-81.755167,11,-6.33
ORD,41.978603,-87.904842,AVL,35.436194,-82.541806,20,11.18
MCI,39.297606,-94.713905,IAH,29.984433,-95.341442,11,7.13
TPA,27.975472,-82.53325,CAK,40.9160833,-81.4421944,21,18.25
DEN,39.861656,-104.673178,GSO,36.09775,-79.937306,13,19.06
BUR,34.200667,-118.358667,OAK,37.721278,-122.220722,7,-1.59
MDW,41.785972,-87.752417,DAL,32.847111,-96.851778,19,16.60
IAD,38.944533,-77.455811,BDL,41.938889,-72.683222,8,5.72
DFW,32.896828,-97.037997,CRP,27.770361,-97.501222,11,13.52
DFW,32.896828,-97.037997,CRP,27.770361,-97.501222,8,5.62
DEN,39.861656,-104.673178,LIH,21.975983,-159.338958,9,31.25
CLE,41.411689,-81.849794,RSW,26.536167,-81.755167,19,11.00
STL,38.748697,-90.370028,FLL,26.072583,-80.15275,13,10.73
RDU,35.877639,-78.787472,SFO,37.618972,-122.374889,19,43.47
AUS,30.194528,-97.669889,MEM,35.042417,-89.976667,6,1.97
IAD,38.944533,-77.455811,BDL,41.938889,-72.683222,16,40.00
CLE,41.411689,-81.849794,MSP,44.881956,-93.221767,15,7.59
MDW,41.785972,-87.752417,ORF,36.894611,-76.201222,12,9.82
ANC,61.174361,-149.996361,MSP,44.881956,-93.221767,12,8.33
CMH,39.997972,-82.891889,DEN,39.861656,-104.673178,17,19.85
LGA,40.777245,-73.872608,FLL,26.072583,-80.15275,10,7.06
TUL,36.198389,-95.888111,IAH,29.984433,-95.341442,17,14.05
LAX,33.942536,-118.408075,SJC,37.3626,-121.929022,20,16.44
ORD,41.978603,-87.904842,SAN,32.733556,-117.189667,20,23.95
MKE,42.947222,-87.896583,MCO,28.429394,-81.308994,5,0.85
BWI,39.175361,-76.668333,ISP,40.79525,-73.100222,6,1.23
DFW,32.896828,-97.037997,MSY,29.993389,-90.258028,19,19.30
MCI,39.297606,-94.713905,EWR,40.6925,-74.168667,10,15.62
AUS,30.194528,-97.669889,FLL,26.072583,-80.15275,13,14.94
CLE,41.411689,-81.849794,SFO,37.618972,-122.374889,18,29.92
HSV,34.6371944,-86.7750556,ATL,33.636719,-84.428067,19,13.14
OMA,41.303167,-95.894069,DEN,39.861656,-104.673178,15,14.97
IND,39.717331,-86.294383,DTW,42.212444,-83.353389,8,0.68
ATL,33.636719,-84.428067,PIA,40.664203,-89.693258,8,6.54
DAL,32.847111,-96.851778,TUL,36.198389,-95.888111,7,3.74
ORF,36.894611,-76.201222,EWR,40.6925,-74.168667,13,14.12
MSN,43.139858,-89.337514,CLE,41.411689,-81.849794,11,-12.00
ORF,36.894611,-76.201222,MDW,41.785972,-87.752417,12,7.90
MCO,28.429394,-81.308994,STL,38.748697,-90.370028,23,-2.40
LAS,36.080056,-115.15225,OKC,35.393089,-97.600733,13,17.05
DFW,32.896828,-97.037997,IAH,29.984433,-95.341442,11,10.45
LAX,33.942536,-118.408075,MCI,39.297606,-94.713905,7,0.91
LGA,40.777245,-73.872608,BGR,44.807444,-68.828139,15,-10.00
LGB,33.817722,-118.151611,SEA,47.449,-122.309306,11,3.94
STL,38.748697,-90.370028,IAH,29.984433,-95.341442,19,-4.50
CLT,35.214,-80.943139,CVG,39.048836,-84.667822,11,21.93
BWI,39.175361,-76.668333,STL,38.748697,-90.370028,18,24.57
LIH,21.975983,-159.338958,OGG,20.89865,-156.430458,9,-3.82
SEA,47.449,-122.309306,LAX,33.942536,-118.408075,16,7.00
HOU,29.645419,-95.278889,LAX,33.942536,-118.408075,14,16.90
TUS,32.116083,-110.941028,ORD,41.978603,-87.904842,5,-4.22
IAH,29.984433,-95.341442,HRL,26.2285,-97.654389,10,18.33
PHL,39.871944,-75.241139,MDW,41.785972,-87.752417,20,25.08
DCA,38.852083,-77.037722,RDU,35.877639,-78.787472,20,11.34
TPA,27.975472,-82.53325,ISP,40.79525,-73.100222,8,-1.40
FLL,26.072583,-80.15275,ORD,41.978603,-87.904842,11,10.55
BTV,44.471861,-73.153278,EWR,40.6925,-74.168667,5,1.38
BTR,30.533167,-91.149639,IAH,29.984433,-95.341442,7,0.70
PHL,39.871944,-75.241139,RDU,35.877639,-78.787472,20,7.79
ABQ,35.0402222,-106.6091944,SAN,32.733556,-117.189667,11,5.73
JFK,40.639751,-73.778925,SYR,43.111187,-76.106311,10,29.17
ICT,37.649944,-97.433056,IAH,29.984433,-95.341442,19,1.67
IND,39.717331,-86.294383,LGA,40.777245,-73.872608,5,-3.67
ATL,33.636719,-84.428067,TUS,32.116083,-110.941028,18,15.74
BOS,42.364347,-71.005181,PIT,40.491467,-80.232872,16,13.11
DCA,38.852083,-77.037722,DTW,42.212444,-83.353389,18,-1.33
ISP,40.79525,-73.100222,BWI,39.175361,-76.668333,16,24.67
FLL,26.072583,-80.15275,BWI,39.175361,-76.668333,17,23.78
BWI,39.175361,-76.668333,AUS,30.194528,-97.669889,13,5.83
MDW,41.785972,-87.752417,RDU,35.877639,-78.787472,16,34.82
ORD,41.978603,-87.904842,MIA,25.79325,-80.290556,12,15.51
SLC,40.788389,-111.977772,DEN,39.861656,-104.673178,23,8.00
MDW,41.785972,-87.752417,MHT,42.932556,-71.435667,16,31.33
ATL,33.636719,-84.428067,BUF,42.940525,-78.732167,19,5.25
MKE,42.947222,-87.896583,MSP,44.881956,-93.221767,12,2.51
FNT,42.965424,-83.743629,BWI,39.175361,-76.668333,16,14.47
MKE,42.947222,-87.896583,ATL,33.636719,-84.428067,19,18.85
EWR,40.6925,-74.168667,BOS,42.364347,-71.005181,14,13.54
LGA,40.777245,-73.872608,DCA,38.852083,-77.037722,21,10.48
DTW,42.212444,-83.353389,MSP,44.881956,-93.221767,20,10.92
PIA,40.664203,-89.693258,ORD,41.978603,-87.904842,20,-6.00
LAX,33.942536,-118.408075,LAS,36.080056,-115.15225,5,-1.61
DAL,32.847111,-96.851778,PHX,33.434278,-112.011583,17,32.57
LGA,40.777245,-73.872608,CVG,39.048836,-84.667822,20,17.15
DCA,38.852083,-77.037722,CMH,39.997972,-82.891889,19,-2.20
JFK,40.639751,-73.778925,LAS,36.080056,-115.15225,10,3.75
ORD,41.978603,-87.904842,HPN,41.066959,-73.707575,6,3.05
ORD,41.978603,-87.904842,SNA,33.675667,-117.868222,8,5.14
MHT,42.932556,-71.435667,LGA,40.777245,-73.872608,5,-0.50
BWI,39.175361,-76.668333,BHM,33.562942,-86.75355,7,2.37
SAT,29.533694,-98.469778,MCO,28.429394,-81.308994,8,7.23
MSP,44.881956,-93.221767,PHX,33.434278,-112.011583,6,-0.16
PHX,33.434278,-112.011583,IAH,29.984433,-95.341442,15,8.10
IAD,38.944533,-77.455811,LAX,33.942536,-118.408075,13,8.19
PVD,41.732581,-71.420383,FLL,26.072583,-80.15275,8,1.24
AUS,30.194528,-97.669889,EWR,40.6925,-74.168667,8,3.14
EWR,40.6925,-74.168667,MKE,42.947222,-87.896583,20,23.31
DEN,39.861656,-104.673178,EWR,40.6925,-74.168667,18,20.72
MCO,28.429394,-81.308994,CLT,35.214,-80.943139,18,18.17
IND,39.717331,-86.294383,SLC,40.788389,-111.977772,7,-1.57
SAV,32.127583,-81.202139,LGA,40.777245,-73.872608,12,17.14
ROC,43.118866,-77.672389,LGA,40.777245,-73.872608,5,8.00
TPA,27.975472,-82.53325,DEN,39.861656,-104.673178,15,11.59
BNA,36.124472,-86.678194,EWR,40.6925,-74.168667,17,16.56
HNL,21.318681,-157.922428,LAX,33.942536,-118.408075,14,11.06
DTW,42.212444,-83.353389,FNT,42.965424,-83.743629,19,7.29
JNU,58.354972,-134.576278,SEA,47.449,-122.309306,7,23.69
LGA,40.777245,-73.872608,ORD,41.978603,-87.904842,7,1.17
BNA,36.124472,-86.678194,MSY,29.993389,-90.258028,13,7.17
GEG,47.619861,-117.533833,SLC,40.788389,-111.977772,12,12.72
FNT,42.965424,-83.743629,TPA,27.975472,-82.53325,17,3.68
LGA,40.777245,-73.872608,PIT,40.491467,-80.232872,18,21.72
DFW,32.896828,-97.037997,TUL,36.198389,-95.888111,21,16.74
MKE,42.947222,-87.896583,LAX,33.942536,-118.408075,13,36.93
SAT,29.533694,-98.469778,HOU,29.645419,-95.278889,14,7.75
RDU,35.877639,-78.787472,BWI,39.175361,-76.668333,16,16.69
OMA,41.303167,-95.894069,PHX,33.434278,-112.011583,7,5.53
DAL,32.847111,-96.851778,LAX,33.942536,-118.408075,13,7.97
OAK,37.721278,-122.220722,HOU,29.645419,-95.278889,10,9.41
AUS,30.194528,-97.669889,ELP,31.80725,-106.377583,21,16.40
MSN,43.139858,-89.337514,DFW,32.896828,-97.037997,15,8.30
LGB,33.817722,-118.151611,SEA,47.449,-122.309306,15,-2.00
DFW,32.896828,-97.037997,SAF,35.617108,-106.089422,9,6.95
RDU,35.877639,-78.787472,PHX,33.434278,-112.011583,12,11.49
CHS,32.898647,-80.040528,LGA,40.777245,-73.872608,8,5.98
PVD,41.732581,-71.420383,MCO,28.429394,-81.308994,10,-0.30
SNA,33.675667,-117.868222,SJC,37.3626,-121.929022,7,0.75
CLE,41.411689,-81.849794,OKC,35.393089,-97.600733,12,0.55
DEN,39.861656,-104.673178,CVG,39.048836,-84.667822,19,17.23
IND,39.717331,-86.294383,MEM,35.042417,-89.976667,7,2.96
MCO,28.429394,-81.308994,LAX,33.942536,-118.408075,18,17.72
SBA,34.426211,-119.840372,LAX,33.942536,-118.408075,5,0.71
ORD,41.978603,-87.904842,BMI,40.477111,-88.915917,12,4.25
RIC,37.505167,-77.319667,LGA,40.777245,-73.872608,18,22.24
OAK,37.721278,-122.220722,MCI,39.297606,-94.713905,9,10.33
STL,38.748697,-90.370028,DTW,42.212444,-83.353389,20,19.65
IAH,29.984433,-95.341442,IAD,38.944533,-77.455811,11,12.56
SAT,29.533694,-98.469778,DTW,42.212444,-83.353389,12,12.26
MDW,41.785972,-87.752417,RSW,26.536167,-81.755167,20,16.26
PIA,40.664203,-89.693258,MSP,44.881956,-93.221767,6,0.00
ONT,34.056,-117.601194,OAK,37.721278,-122.220722,16,18.53
DFW,32.896828,-97.037997,GJT,39.122413,-108.526735,11,6.72
IAD,38.944533,-77.455811,SAT,29.533694,-98.469778,18,22.96
STL,38.748697,-90.370028,MCO,28.429394,-81.308994,9,2.26
EWR,40.6925,-74.168667,PVD,41.732581,-71.420383,17,31.14
DTW,42.212444,-83.353389,ROC,43.118866,-77.672389,11,5.63
SAF,35.617108,-106.089422,DFW,32.896828,-97.037997,11,8.62
OMA,41.303167,-95.894069,MSP,44.881956,-93.221767,16,7.22
AGS,33.369944,-81.9645,LGA,40.777245,-73.872608,9,10.00
ATL,33.636719,-84.428067,SAN,32.733556,-117.189667,20,9.74
PVD,41.732581,-71.420383,RSW,26.536167,-81.755167,7,1.83
DEN,39.861656,-104.673178,GEG,47.619861,-117.533833,17,15.41
CAK,40.9160833,-81.4421944,ATL,33.636719,-84.428067,12,9.84
MCO,28.429394,-81.308994,BOS,42.364347,-71.005181,13,16.31
PHL,39.871944,-75.241139,SAN,32.733556,-117.189667,20,17.87
MSY,29.993389,-90.258028,JFK,40.639751,-73.778925,9,0.04
MDW,41.785972,-87.752417,EWR,40.6925,-74.168667,19,32.94
BOS,42.364347,-71.005181,ORD,41.978603,-87.904842,21,39.81
DEN,39.861656,-104.673178,PHX,33.434278,-112.011583,18,14.23
MIA,25.79325,-80.290556,ORD,41.978603,-87.904842,7,2.81
GRR,42.880833,-85.522806,BWI,39.175361,-76.668333,19,42.40
EYW,24.556111,-81.759556,MIA,25.79325,-80.290556,12,1.69
ABQ,35.0402222,-106.6091944,MSP,44.881956,-93.221767,7,-2.07
SAN,32.733556,-117.189667,EWR,40.6925,-74.168667,16,15.78
DSM,41.533972,-93.663083,CLT,35.214,-80.943139,6,8.62
LFT,30.205278,-91.987611,IAH,29.984433,-95.341442,18,10.71
IAD,38.944533,-77.455811,LAX,33.942536,-118.408075,20,15.86
MCO,28.429394,-81.308994,BOS,42.364347,-71.005181,19,23.00
DEN,39.861656,-104.673178,FAT,36.776194,-119.71814,16,21.86
ORD,41.978603,-87.904842,ROA,37.325472,-79.975417,13,6.04
BOS,42.364347,-71.005181,IAH,29.984433,-95.341442,9,6.81
IAH,29.984433,-95.341442,VPS,30.48325,-86.5254,10,9.75
DAL,32.847111,-96.851778,MKE,42.947222,-87.896583,8,1.88
IAH,29.984433,-95.341442,DFW,32.896828,-97.037997,23,57.75
SFO,37.618972,-122.374889,IAD,38.944533,-77.455811,23,13.63
LAS,36.080056,-115.15225,CVG,39.048836,-84.667822,17,16.90
DFW,32.896828,-97.037997,IAH,29.984433,-95.341442,18,17.97
DFW,32.896828,-97.037997,SLC,40.788389,-111.977772,19,13.33
ORD,41.978603,-87.904842,GSO,36.09775,-79.937306,11,18.01
BWI,39.175361,-76.668333,DAL,32.847111,-96.851778,15,16.04
BWI,39.175361,-76.668333,BOS,42.364347,-71.005181,13,8.25
PHL,39.871944,-75.241139,RSW,26.536167,-81.755167,8,4.28
PHX,33.434278,-112.011583,AUS,30.194528,-97.669889,5,-2.00
BWI,39.175361,-76.668333,MCI,39.297606,-94.713905,16,18.65
SNA,33.675667,-117.868222,EWR,40.6925,-74.168667,21,1.91
PDX,45.588722,-122.5975,PHL,39.871944,-75.241139,8,5.88
SLC,40.788389,-111.977772,PDX,45.588722,-122.5975,14,1.77
DTW,42.212444,-83.353389,PHX,33.434278,-112.011583,12,8.34
SMF,38.695417,-121.590778,MDW,41.785972,-87.752417,15,9.40
BHM,33.562942,-86.75355,IAH,29.984433,-95.341442,16,5.78
DEN,39.861656,-104.673178,BOI,43.564361,-116.222861,15,15.11
HNL,21.318681,-157.922428,LIH,21.975983,-159.338958,16,0.09
DTW,42.212444,-83.353389,RIC,37.505167,-77.319667,12,13.76
CMH,39.997972,-82.891889,BNA,36.124472,-86.678194,6,-0.15
PHX,33.434278,-112.011583,SBA,34.426211,-119.840372,8,-3.21
MCO,28.429394,-81.308994,BDL,41.938889,-72.683222,7,0.69
IAH,29.984433,-95.341442,HRL,26.2285,-97.654389,19,11.44
JFK,40.639751,-73.778925,MSY,29.993389,-90.258028,18,22.15
SAN,32.733556,-117.189667,ELP,31.80725,-106.377583,13,13.43
DSM,41.533972,-93.663083,DFW,32.896828,-97.037997,21,-8.00
IAH,29.984433,-95.341442,COS,38.805805,-104.700778,11,6.52
LAS,36.080056,-115.15225,IAD,38.944533,-77.455811,8,1.94
MIA,25.79325,-80.290556,CHS,32.898647,-80.040528,14,1.90
ATL,33.636719,-84.428067,TUS,32.116083,-110.941028,13,3.35
DCA,38.852083,-77.037722,DTW,42.212444,-83.353389,13,24.50
DEN,39.861656,-104.673178,HOU,29.645419,-95.278889,11,14.95
IAH,29.984433,-95.341442,EWR,40.6925,-74.168667,7,5.81
DEN,39.861656,-104.673178,HDN,40.481181,-107.21766,11,3.06
IAD,38.944533,-77.455811,IAH,29.984433,-95.341442,13,-4.00
HOU,29.645419,-95.278889,PHX,33.434278,-112.011583,17,16.95
MDW,41.785972,-87.752417,MHT,42.932556,-71.435667,19,23.93
PDX,45.588722,-122.5975,ABQ,35.0402222,-106.6091944,9,2.58
OGG,20.89865,-156.430458,SEA,47.449,-122.309306,14,6.17
EWR,40.6925,-74.168667,GRR,42.880833,-85.522806,17,13.66
MOB,30.691231,-88.242814,ATL,33.636719,-84.428067,12,10.11
LGA,40.777245,-73.872608,CLT,35.214,-80.943139,8,1.42
RNO,39.499108,-119.768108,PHX,33.434278,-112.011583,10,3.42
IND,39.717331,-86.294383,TPA,27.975472,-82.53325,5,5.15
SYR,43.111187,-76.106311,LGA,40.777245,-73.872608,8,67.00
LAX,33.942536,-118.408075,LIH,21.975983,-159.338958,18,-1.50
DTW,42.212444,-83.353389,SFO,37.618972,-122.374889,21,10.56
STL,38.748697,-90.370028,MDW,41.785972,-87.752417,22,28.57
CAK,40.9160833,-81.4421944,ORD,41.978603,-87.904842,11,-4.91
PHX,33.434278,-112.011583,CMH,39.997972,-82.891889,7,-7.00
GRR,42.880833,-85.522806,TPA,27.975472,-82.53325,6,-3.24
CLT,35.214,-80.943139,LIT,34.729444,-92.224306,19,9.72
PVD,41.732581,-71.420383,MDW,41.785972,-87.752417,16,12.98
LAX,33.942536,-118.408075,IAD,38.944533,-77.455811,11,12.01
RDU,35.877639,-78.787472,TPA,27.975472,-82.53325,21,29.12
EWR,40.6925,-74.168667,MHT,42.932556,-71.435667,11,0.17
OKC,35.393089,-97.600733,DFW,32.896828,-97.037997,6,1.23
PHL,39.871944,-75.241139,JFK,40.639751,-73.778925,16,17.15
MSY,29.993389,-90.258028,ORD,41.978603,-87.904842,10,7.29
DEN,39.861656,-104.673178,GJT,39.122413,-108.526735,7,7.82
DTW,42.212444,-83.353389,FNT,42.965424,-83.743629,10,2.65
PHX,33.434278,-112.011583,SAT,29.533694,-98.469778,15,7.51
IAD,38.944533,-77.455811,PIT,40.491467,-80.232872,18,-5.00
EWR,40.6925,-74.168667,TUL,36.198389,-95.888111,19,24.64
MRY,36.587,-121.842944,LAX,33.942536,-118.408075,7,-2.73
DSM,41.533972,-93.663083,MDW,41.785972,-87.752417,9,-4.54
BOS,42.364347,-71.005181,BWI,39.175361,-76.668333,15,12.83
DAL,32.847111,-96.851778,LAX,33.942536,-118.408075,18,28.02
OKC,35.393089,-97.600733,LAS,36.080056,-115.15225,10,3.91
PHX,33.434278,-112.011583,BUF,42.940525,-78.732167,15,15.88
PHX,33.434278,-112.011583,CLT,35.214,-80.943139,14,7.36
AUS,30.194528,-97.669889,DFW,32.896828,-97.037997,18,9.61
LIT,34.729444,-92.224306,ORD,41.978603,-87.904842,6,8.03
ATL,33.636719,-84.428067,JAN,32.311167,-90.075889,10,6.18
DFW,32.896828,-97.037997,DEN,39.861656,-104.673178,20,16.33
BWI,39.175361,-76.668333,PVD,41.732581,-71.420383,16,19.65
DRO,37.151516,-107.75377,DFW,32.896828,-97.037997,7,12.77
LAS,36.080056,-115.15225,HNL,21.318681,-157.922428,8,10.07
OAK,37.721278,-122.220722,SNA,33.675667,-117.868222,13,11.42
SEA,47.449,-122.309306,PSP,33.829667,-116.506694,11,3.04
HOU,29.645419,-95.278889,LGA,40.777245,-73.872608,5,8.12
LAX,33.942536,-118.408075,IND,39.717331,-86.294383,13,25.00
BOS,42.364347,-71.005181,MCI,39.297606,-94.713905,8,1.98
CHS,32.898647,-80.040528,LGA,40.777245,-73.872608,6,-1.19
