Origin,Org_Lat,Org_Lon,Dest,Dest_Lat,Dest_Lon,Time_Of_Day,Avg_Delay
DFW,32.896828,-97.037997,HOU,29.645419,-95.278889,8,6.07
GSP,34.895556,-82.218889,EWR,40.6925,-74.168667,14,1.25
PHX,33.434278,-112.011583,OMA,41.303167,-95.894069,11,9.12
MIA,25.79325,-80.290556,TPA,27.975472,-82.53325,14,10.88
SEA,47.449,-122.309306,BOS,42.364347,-71.005181,23,9.39
MKE,42.947222,-87.896583,RSW,26.536167,-81.755167,11,6.50
PHL,39.871944,-75.241139,MIA,25.79325,-80.290556,6,1.45
PHL,39.871944,-75.241139,BOS,42.364347,-71.005181,15,9.28
FLL,26.072583,-80.15275,HOU,29.645419,-95.278889,10,4.94
LGA,40.777245,-73.872608,TPA,27.975472,-82.53325,6,-3.35
SLC,40.788389,-111.977772,PHL,39.871944,-75.241139,0,1.26
MSY,29.993389,-90.258028,IAH,29.984433,-95.341442,10,4.50
RNO,39.499108,-119.768108,DFW,32.896828,-97.037997,6,8.87
ROC,43.118866,-77.672389,MCO,28.429394,-81.308994,10,-3.50
MSP,44.881956,-93.221767,MKE,42.947222,-87.896583,14,19.25
AUS,30.194528,-97.669889,MDW,41.785972,-87.752417,9,-1.67
PDX,45.588722,-122.5975,LGB,33.817722,-118.151611,14,9.11
ATL,33.636719,-84.428067,GRB,44.485072,-88.129589,14,16.73
ROC,43.118866,-77.672389,ORD,41.978603,-87.904842,8,6.21
ORD,41.978603,-87.904842,MCI,39.297606,-94.713905,19,25.45
GRR,42.880833,-85.522806,EWR,40.6925,-74.168667,18,25.25
OAK,37.721278,-122.220722,SLC,40.788389,-111.977772,19,32.91
ONT,34.056,-117.601194,MDW,41.785972,-87.752417,7,2.18
SFO,37.618972,-122.374889,DFW,32.896828,-97.037997,1,19.76
PIH,42.9098,-112.596,SLC,40.788389,-111.977772,13,-8.20
MEM,35.042417,-89.976667,TPA,27.975472,-82.53325,6,1.45
PHX,33.434278,-112.011583,MKE,42.947222,-87.896583,9,5.31
MHT,42.932556,-71.435667,MCO,28.429394,-81.308994,13,19.98
ATL,33.636719,-84.428067,DEN,39.861656,-104.673178,10,7.89
PNS,30.473425,-87.186611,CLT,35.214,-80.943139,9,49.40
MDW,41.785972,-87.752417,IND,39.717331,-86.294383,16,3.38
CHS,32.898647,-80.040528,ORD,41.978603,-87.904842,11,11.65
ORD,41.978603,-87.904842,SYR,43.111187,-76.106311,16,16.58
MDW,41.785972,-87.752417,BHM,33.562942,-86.75355,10,6.55
JFK,40.639751,-73.778925,MKE,42.947222,-87.896583,15,28.00
PDX,45.588722,-122.5975,DFW,32.896828,-97.037997,7,10.27
IAH,29.984433,-95.341442,MAF,31.942528,-102.201914,19,8.34
STL,38.748697,-90.370028,BWI,39.175361,-76.668333,5,0.27
EWR,40.6925,-74.168667,PWM,43.646161,-70.309281,7,-3.04
DTW,42.212444,-83.353389,PWM,43.646161,-70.309281,8,9.50
FLL,26.072583,-80.15275,MDW,41.785972,-87.752417,18,21.21
LAX,33.942536,-118.408075,HOU,29.645419,-95.278889,13,23.10
GSO,36.09775,-79.937306,LGA,40.777245,-73.872608,19,28.36
DFW,32.896828,-97.037997,LIT,34.729444,-92.224306,17,14.42
SAT,29.533694,-98.469778,IAH,29.984433,-95.341442,12,8.99
DFW,32.896828,-97.037997,LBB,33.663639,-101.822778,16,9.28
PHX,33.434278,-112.011583,MCI,39.297606,-94.713905,9,2.45
LEX,38.0365,-84.605889,DTW,42.212444,-83.353389,12,-0.26
MYR,33.67975,-78.928333,DTW,42.212444,-83.353389,11,7.25
MCO,28.429394,-81.308994,ABQ,35.0402222,-106.6091944,12,11.68
SDF,38.1740858,-85.7364989,DTW,42.212444,-83.353389,7,-6.00
BWI,39.175361,-76.668333,DEN,39.861656,-104.673178,19,30.36
HOU,29.645419,-95.278889,DFW,32.896828,-97.037997,5,15.68
LAX,33.942536,-118.408075,MCO,28.429394,-81.308994,11,18.67
BHM,33.562942,-86.75355,TPA,27.975472,-82.53325,6,0.92
GRR,42.880833,-85.522806,LGA,40.777245,-73.872608,12,9.55
IAD,38.944533,-77.455811,DEN,39.861656,-104.673178,17,17.59
MCO,28.429394,-81.308994,MDW,41.785972,-87.752417,15,10.33
SAV,32.127583,-81.202139,LGA,40.777245,-73.872608,7,11.01
JFK,40.639751,-73.778925,AUS,30.194528,-97.669889,6,-10.50
SEA,47.449,-122.309306,PDX,45.588722,-122.5975,15,3.57
DEN,39.861656,-104.673178,HDN,40.481181,-107.21766,7,6.92
PIT,40.491467,-80.232872,BNA,36.124472,-86.678194,17,12.38
CHO,38.138639,-78.452861,ATL,33.636719,-84.428067,15,-5.50
CHO,38.138639,-78.452861,ORD,41.978603,-87.904842,17,37.46
CLE,41.411689,-81.849794,PVD,41.732581,-71.420383,12,-7.33
BNA,36.124472,-86.678194,MCO,28.429394,-81.308994,9,6.36
SRQ,27.395444,-82.554389,ORD,41.978603,-87.904842,6,-6.33
CLE,41.411689,-81.849794,AUS,30.194528,-97.669889,8,6.58
MCI,39.297606,-94.713905,MSP,44.881956,-93.221767,20,13.47
DFW,32.896828,-97.037997,BDL,41.938889,-72.683222,8,2.19
SEA,47.449,-122.309306,EWR,40.6925,-74.168667,16,9.62
CMH,39.997972,-82.891889,IAH,29.984433,-95.341442,18,12.80
STL,38.748697,-90.370028,IAH,29.984433,-95.341442,10,5.10
SDF,38.1740858,-85.7364989,EWR,40.6925,-74.168667,17,-10.00
ONT,34.056,-117.601194,MDW,41.785972,-87.752417,8,1.59
EWR,40.6925,-74.168667,MIA,25.79325,-80.290556,20,27.91
PDX,45.588722,-122.5975,SNA,33.675667,-117.868222,7,-5.25
LAX,33.942536,-118.408075,ELP,31.80725,-106.377583,12,16.32
OAK,37.721278,-122.220722,LAX,33.942536,-118.408075,20,25.26
ATL,33.636719,-84.428067,MKE,42.947222,-87.896583,18,13.74
BUR,34.200667,-118.358667,SLC,40.788389,-111.977772,17,-4.00
SLC,40.788389,-111.977772,CLT,35.214,-80.943139,16,6.50
ATL,33.636719,-84.428067,LAX,33.942536,-118.408075,14,13.09
RDU,35.877639,-78.787472,IAD,38.944533,-77.455811,18,21.68
TPA,27.975472,-82.53325,SLC,40.788389,-111.977772,20,-5.00
ATL,33.636719,-84.428067,MKE,42.947222,-87.896583,21,16.32
MCI,39.297606,-94.713905,SLC,40.788389,-111.977772,9,-1.00
STL,38.748697,-90.370028,MSP,44.881956,-93.221767,19,8.89
DFW,32.896828,-97.037997,MEM,35.042417,-89.976667,21,20.57
LGA,40.777245,-73.872608,JAX,30.494056,-81.687861,12,5.12
HOU,29.645419,-95.278889,OKC,35.393089,-97.600733,22,22.16
SFO,37.618972,-122.374889,ASE,39.2232,-106.869,16,48.00
PNS,30.473425,-87.186611,MIA,25.79325,-80.290556,6,-0.12
ABQ,35.0402222,-106.6091944,MSP,44.881956,-93.221767,5,9.73
FAT,36.776194,-119.71814,DEN,39.861656,-104.673178,17,9.33
CVG,39.048836,-84.667822,DCA,38.852083,-77.037722,16,13.90
ALB,42.748267,-73.801692,TPA,27.975472,-82.53325,19,23.74
MCI,39.297606,-94.713905,IND,39.717331,-86.294383,18,15.73
PHX,33.434278,-112.011583,RNO,39.499108,-119.768108,7,-0.85
DFW,32.896828,-97.037997,HOU,29.645419,-95.278889,15,10.37
ANC,61.174361,-149.996361,LAX,33.942536,-118.408075,17,-3.66
JFK,40.639751,-73.778925,PHX,33.434278,-112.011583,18,16.17
TUL,36.198389,-95.888111,DAL,32.847111,-96.851778,20,25.67
HOU,29.645419,-95.278889,LAS,36.080056,-115.15225,11,12.60
MDW,41.785972,-87.752417,SAT,29.533694,-98.469778,20,12.85
FLL,26.072583,-80.15275,CMH,39.997972,-82.891889,14,15.47
DFW,32.896828,-97.037997,MSP,44.881956,-93.221767,17,19.26
DEN,39.861656,-104.673178,EWR,40.6925,-74.168667,12,19.60
BOI,43.564361,-116.222861,DEN,39.861656,-104.673178,7,4.07
PHX,33.434278,-112.011583,OAK,37.721278,-122.220722,20,15.00
MSY,29.993389,-90.258028,BNA,36.124472,-86.678194,15,6.52
BHM,33.562942,-86.75355,TPA,27.975472,-82.53325,12,12.00
MSN,43.139858,-89.337514,DTW,42.212444,-83.353389,8,7.05
TYS,35.810972,-83.994028,LGA,40.777245,-73.872608,7,-1.73
MSP,44.881956,-93.221767,PDX,45.588722,-122.5975,15,6.33
IAH,29.984433,-95.341442,AUS,30.194528,-97.669889,21,17.92
MSN,43.139858,-89.337514,MCO,28.429394,-81.308994,13,11.82
PHX,33.434278,-112.011583,SJC,37.3626,-121.929022,9,3.30
STL,38.748697,-90.370028,DEN,39.861656,-104.673178,16,17.06
LIH,21.975983,-159.338958,PDX,45.588722,-122.5975,12,-3.58
SNA,33.675667,-117.868222,OAK,37.721278,-122.220722,11,5.27
MHT,42.932556,-71.435667,BWI,39.175361,-76.668333,8,2.71
BWI,39.175361,-76.668333,IAH,29.984433,-95.341442,18,26.12
DAY,39.902375,-84.219375,TPA,27.975472,-82.53325,8,-1.80
SMX,34.8989,-120.457,LAX,33.942536,-118.408075,11,3.22
RSW,26.536167,-81.755167,BOS,42.364347,-71.005181,6,-2.12
CMH,39.997972,-82.891889,MDW,41.785972,-87.752417,20,17.54
LGA,40.777245,-73.872608,DEN,39.861656,-104.673178,11,12.72
FAT,36.776194,-119.71814,DEN,39.861656,-104.673178,7,11.29
SAN,32.733556,-117.189667,STL,38.748697,-90.370028,12,18.57
PHX,33.434278,-112.011583,OMA,41.303167,-95.894069,18,11.59
ATL,33.636719,-84.428067,DCA,38.852083,-77.037722,10,4.48
CLE,41.411689,-81.849794,STL,38.748697,-90.370028,15,127.00
CVG,39.048836,-84.667822,MSN,43.139858,-89.337514,20,8.34
ATL,33.636719,-84.428067,ABQ,35.0402222,-106.6091944,21,7.00
SMF,38.695417,-121.590778,LAS,36.080056,-115.15225,9,5.62
DAL,32.847111,-96.851778,TPA,27.975472,-82.53325,12,8.00
FLL,26.072583,-80.15275,HOU,29.645419,-95.278889,19,17.86
OGG,20.89865,-156.430458,DEN,39.861656,-104.673178,22,3.77
SAV,32.127583,-81.202139,JFK,40.639751,-73.778925,11,9.13
PHX,33.434278,-112.011583,BFL,35.433598,-119.05677,19,4.95
EWR,40.6925,-74.168667,CLT,35.214,-80.943139,18,9.24
ASE,39.2232,-106.869,IAH,29.984433,-95.341442,15,65.00
SPI,39.8441,-89.677889,DFW,32.896828,-97.037997,6,4.14
PDX,45.588722,-122.5975,EWR,40.6925,-74.168667,23,16.65
LAX,33.942536,-118.408075,SLC,40.788389,-111.977772,7,3.14
RSW,26.536167,-81.755167,BOS,42.364347,-71.005181,13,18.13
RDU,35.877639,-78.787472,MEM,35.042417,-89.976667,6,3.91
MSP,44.881956,-93.221767,CLT,35.214,-80.943139,16,-2.00
GRR,42.880833,-85.522806,ORD,41.978603,-87.904842,9,7.48
MTJ,38.509794,-107.894242,ATL,33.636719,-84.428067,12,26.51
GRR,42.880833,-85.522806,EWR,40.6925,-74.168667,13,4.93
MCI,39.297606,-94.713905,MCO,28.429394,-81.308994,14,8.66
MSP,44.881956,-93.221767,DTW,42.212444,-83.353389,11,4.87
BNA,36.124472,-86.678194,BOS,42.364347,-71.005181,12,12.89
MSP,44.881956,-93.221767,BWI,39.175361,-76.668333,16,24.20
BOS,42.364347,-71.005181,DCA,38.852083,-77.037722,6,-3.40
JFK,40.639751,-73.778925,RIC,37.505167,-77.319667,9,-5.83
EWR,40.6925,-74.168667,GRR,42.880833,-85.522806,6,3.35
ORD,41.978603,-87.904842,LAN,42.7787,-84.587357,17,10.07
MCO,28.429394,-81.308994,SAT,29.533694,-98.469778,7,1.81
CLE,41.411689,-81.849794,SFO,37.618972,-122.374889,7,8.38
ONT,34.056,-117.601194,PDX,45.588722,-122.5975,9,-3.68
MCO,28.429394,-81.308994,RDU,35.877639,-78.787472,6,7.50
HNL,21.318681,-157.922428,OGG,20.89865,-156.430458,17,2.63
GSO,36.09775,-79.937306,LGA,40.777245,-73.872608,10,11.53
HOU,29.645419,-95.278889,TPA,27.975472,-82.53325,10,6.82
DFW,32.896828,-97.037997,LBB,33.663639,-101.822778,19,3.23
MCO,28.429394,-81.308994,RIC,37.505167,-77.319667,13,11.21
SEA,47.449,-122.309306,SMF,38.695417,-121.590778,7,0.74
RSW,26.536167,-81.755167,PHL,39.871944,-75.241139,20,9.89
PDX,45.588722,-122.5975,LAX,33.942536,-118.408075,11,4.48
CLE,41.411689,-81.849794,IND,39.717331,-86.294383,20,-3.40
PVD,41.732581,-71.420383,ATL,33.636719,-84.428067,12,7.30
SFO,37.618972,-122.374889,MCO,28.429394,-81.308994,12,27.13
BOS,42.364347,-71.005181,MKE,42.947222,-87.896583,15,17.91
PIT,40.491467,-80.232872,LAS,36.080056,-115.15225,12,3.54
DAL,32.847111,-96.851778,BHM,33.562942,-86.75355,13,14.40
FLL,26.072583,-80.15275,DTW,42.212444,-83.353389,14,5.63
ORD,41.978603,-87.904842,PIA,40.664203,-89.693258,16,6.58
DTW,42.212444,-83.353389,PWM,43.646161,-70.309281,10,5.14
DEN,39.861656,-104.673178,HOU,29.645419,-95.278889,7,2.60
HOU,29.645419,-95.278889,JAX,30.494056,-81.687861,18,16.07
ATL,33.636719,-84.428067,LGA,40.777245,-73.872608,19,22.74
IAH,29.984433,-95.341442,SFO,37.618972,-122.374889,23,17.62
FLL,26.072583,-80.15275,PVD,41.732581,-71.420383,19,29.31
DEN,39.861656,-104.673178,RAP,44.045278,-103.057222,10,14.42
LBB,33.663639,-101.822778,DEN,39.861656,-104.673178,18,26.50
MHT,42.932556,-71.435667,ORD,41.978603,-87.904842,7,6.05
LAX,33.942536,-118.408075,SJC,37.3626,-121.929022,9,4.07
SDF,38.1740858,-85.7364989,CLT,35.214,-80.943139,6,3.90
FLL,26.072583,-80.15275,MDW,41.785972,-87.752417,8,1.32
IAH,29.984433,-95.341442,RNO,39.499108,-119.768108,10,13.39
OAK,37.721278,-122.220722,ONT,34.056,-117.601194,11,5.78
SBP,35.2368,-120.642,SFO,37.618972,-122.374889,9,29.17
CLT,35.214,-80.943139,MSY,29.993389,-90.258028,9,2.03
BWI,39.175361,-76.668333,DTW,42.212444,-83.353389,12,4.42
DEN,39.861656,-104.673178,BOI,43.564361,-116.222861,9,3.44
CLT,35.214,-80.943139,ABQ,35.0402222,-106.6091944,18,25.27
IAH,29.984433,-95.341442,EWR,40.6925,-74.168667,10,15.66
MCO,28.429394,-81.308994,FNT,42.965424,-83.743629,15,27.43
SAT,29.533694,-98.469778,BWI,39.175361,-76.668333,5,1.38
MIA,25.79325,-80.290556,MSY,29.993389,-90.258028,11,20.00
LGA,40.777245,-73.872608,MIA,25.79325,-80.290556,8,1.58
BHM,33.562942,-86.75355,JAX,30.494056,-81.687861,13,-2.50
LAX,33.942536,-118.408075,CMH,39.997972,-82.891889,12,13.31
DEN,39.861656,-104.673178,SLC,40.788389,-111.977772,15,13.47
PDX,45.588722,-122.5975,SMF,38.695417,-121.590778,20,19.46
TUS,32.116083,-110.941028,SFO,37.618972,-122.374889,12,22.87
ALB,42.748267,-73.801692,TPA,27.975472,-82.53325,12,1.40
LAX,33.942536,-118.408075,SFO,37.618972,-122.374889,21,25.41
DTW,42.212444,-83.353389,PHX,33.434278,-112.011583,7,1.69
TPA,27.975472,-82.53325,SDF,38.1740858,-85.7364989,9,1.39
MKE,42.947222,-87.896583,CLE,41.411689,-81.849794,13,1.43
CMH,39.997972,-82.891889,MCO,28.429394,-81.308994,16,17.98
DEN,39.861656,-104.673178,RSW,26.536167,-81.755167,23,5.10
JFK,40.639751,-73.778925,PHX,33.434278,-112.011583,17,8.99
MCO,28.429394,-81.308994,CLT,35.214,-80.943139,11,11.89
ORD,41.978603,-87.904842,SMF,38.695417,-121.590778,12,15.01
ATL,33.636719,-84.428067,STL,38.748697,-90.370028,15,7.72
DTW,42.212444,-83.353389,IAH,29.984433,-95.341442,9,12.70
ORF,36.894611,-76.201222,ORD,41.978603,-87.904842,16,11.09
LAX,33.942536,-118.408075,SEA,47.449,-122.309306,14,6.18
LAS,36.080056,-115.15225,DTW,42.212444,-83.353389,15,24.65
ALB,42.748267,-73.801692,BWI,39.175361,-76.668333,16,19.70
MDW,41.785972,-87.752417,MCO,28.429394,-81.308994,5,0.32
HPN,41.066959,-73.707575,FLL,26.072583,-80.15275,8,2.67
HNL,21.318681,-157.922428,SEA,47.449,-122.309306,12,7.60
CLT,35.214,-80.943139,PHX,33.434278,-112.011583,20,9.68
PVD,41.732581,-71.420383,ATL,33.636719,-84.428067,6,4.63
JFK,40.639751,-73.778925,CLT,35.214,-80.943139,6,1.01
IAD,38.944533,-77.455811,PBI,26.683161,-80.095589,10,20.53
PIT,40.491467,-80.232872,PHX,33.434278,-112.011583,12,13.50
GSO,36.09775,-79.937306,CLT,35.214,-80.943139,15,2.29
DFW,32.896828,-97.037997,LAX,33.942536,-118.408075,22,12.91
MIA,25.79325,-80.290556,MSP,44.881956,-93.221767,16,1.00
BUF,42.940525,-78.732167,CLT,35.214,-80.943139,17,20.23
HOU,29.645419,-95.278889,RDU,35.877639,-78.787472,19,21.73
BMI,40.477111,-88.915917,DFW,32.896828,-97.037997,15,7.58
DEN,39.861656,-104.673178,SNA,33.675667,-117.868222,19,13.08
TPA,27.975472,-82.53325,BWI,39.175361,-76.668333,8,-0.26
ORD,41.978603,-87.904842,JFK,40.639751,-73.778925,6,-1.54
MIA,25.79325,-80.290556,IAH,29.984433,-95.341442,5,2.59
SLC,40.788389,-111.977772,MDW,41.785972,-87.752417,17,10.00
LAS,36.080056,-115.15225,BNA,36.124472,-86.678194,18,19.40
CLT,35.214,-80.943139,MEM,35.042417,-89.976667,16,8.54
CRW,38.373147,-81.593189,IAD,38.944533,-77.455811,18,12.74
ORD,41.978603,-87.904842,EWR,40.6925,-74.168667,12,23.69
SFO,37.618972,-122.374889,CLT,35.214,-80.943139,11,5.54
SAN,32.733556,-117.189667,DEN,39.861656,-104.673178,6,2.57
MKE,42.947222,-87.896583,RSW,26.536167,-81.755167,6,-0.32
MSY,29.993389,-90.258028,IAH,29.984433,-95.341442,20,12.95
DRO,37.151516,-107.75377,DFW,32.896828,-97.037997,11,11.39
GRR,42.880833,-85.522806,EWR,40.6925,-74.168667,6,2.69
BTV,44.471861,-73.153278,CLE,41.411689,-81.849794,14,0.26
CLT,35.214,-80.943139,PNS,30.473425,-87.186611,18,20.38
EWR,40.6925,-74.168667,CLT,35.214,-80.943139,17,13.68
PIT,40.491467,-80.232872,FLL,26.072583,-80.15275,11,3.74
PHX,33.434278,-112.011583,CLE,41.411689,-81.849794,15,4.69
PIA,40.664203,-89.693258,ATL,33.636719,-84.428067,17,25.34
MIA,25.79325,-80.290556,TPA,27.975472,-82.53325,8,-2.66
PHX,33.434278,-112.011583,IAD,38.944533,-77.455811,8,5.41
PIT,40.491467,-80.232872,BNA,36.124472,-86.678194,9,72.00
LGA,40.777245,-73.872608,TPA,27.975472,-82.53325,18,15.17
IND,39.717331,-86.294383,IAH,29.984433,-95.341442,15,11.69
JAC,43.607333333,-110.73775,DEN,39.861656,-104.673178,8,15.12
RNO,39.499108,-119.768108,ONT,34.056,-117.601194,12,4.00
IAH,29.984433,-95.341442,JAC,43.607333333,-110.73775,18,13.00
IAD,38.944533,-77.455811,CLE,41.411689,-81.849794,15,40.80
DTW,42.212444,-83.353389,MIA,25.79325,-80.290556,7,2.55
CLT,35.214,-80.943139,MYR,33.67975,-78.928333,18,9.90
IAH,29.984433,-95.341442,STL,38.748697,-90.370028,15,8.79
MDW,41.785972,-87.752417,BHM,33.562942,-86.75355,15,14.59
BDL,41.938889,-72.683222,EWR,40.6925,-74.168667,10,19.65
SFO,37.618972,-122.374889,LIH,21.975983,-159.338958,9,13.70
DFW,32.896828,-97.037997,CVG,39.048836,-84.667822,17,12.34
LAS,36.080056,-115.15225,ORD,41.978603,-87.904842,1,20.93
JAN,32.311167,-90.075889,ATL,33.636719,-84.428067,11,6.49
IAH,29.984433,-95.341442,CMH,39.997972,-82.891889,16,17.76
LAX,33.942536,-118.408075,SMF,38.695417,-121.590778,16,11.13
MSP,44.881956,-93.221767,GRB,44.485072,-88.129589,19,5.38
LGA,40.777245,-73.872608,CLT,35.214,-80.943139,15,12.35
ORD,41.978603,-87.904842,BOI,43.564361,-116.222861,15,18.00
BOS,42.364347,-71.005181,DAL,32.847111,-96.851778,14,7.03
IND,39.717331,-86.294383,ATL,33.636719,-84.428067,16,10.91
MCO,28.429394,-81.308994,ROC,43.118866,-77.672389,16,-4.00
MCI,39.297606,-94.713905,OKC,35.393089,-97.600733,17,15.22
OMA,41.303167,-95.894069,DTW,42.212444,-83.353389,18,3.77
BWI,39.175361,-76.668333,CLE,41.411689,-81.849794,22,15.98
SJC,37.3626,-121.929022,DAL,32.847111,-96.851778,12,9.11
ONT,34.056,-117.601194,SMF,38.695417,-121.590778,6,0.02
CLE,41.411689,-81.849794,MCI,39.297606,-94.713905,20,19.90
BDL,41.938889,-72.683222,RSW,26.536167,-81.755167,8,-2.29
MSP,44.881956,-93.221767,RDU,35.877639,-78.787472,7,5.52
DAL,32.847111,-96.851778,BHM,33.562942,-86.75355,18,26.52
ICT,37.649944,-97.433056,MSP,44.881956,-93.221767,17,-4.33
HOU,29.645419,-95.278889,PHX,33.434278,-112.011583,5,1.00
ATL,33.636719,-84.428067,GPT,30.407278,-89.070111,20,9.29
SMF,38.695417,-121.590778,LAX,33.942536,-118.408075,9,4.51
IAH,29.984433,-95.341442,LRD,27.54375,-99.461556,19,-7.00
SLC,40.788389,-111.977772,PHL,39.871944,-75.241139,16,-5.00
IAD,38.944533,-77.455811,DTW,42.212444,-83.353389,7,1.20
DEN,39.861656,-104.673178,SDF,38.1740858,-85.7364989,9,14.24
ATL,33.636719,-84.428067,LGA,40.777245,-73.872608,10,10.04
ICT,37.649944,-97.433056,ATL,33.636719,-84.428067,5,1.55
CLE,41.411689,-81.849794,PBI,26.683161,-80.095589,18,22.20
BWI,39.175361,-76.668333,CLE,41.411689,-81.849794,12,6.79
RNO,39.499108,-119.768108,DFW,32.896828,-97.037997,0,4.00
OGG,20.89865,-156.430458,DFW,32.896828,-97.037997,19,45.92
DAL,32.847111,-96.851778,SAT,29.533694,-98.469778,22,27.43
DSM,41.533972,-93.663083,DTW,42.212444,-83.353389,15,-9.00
BDL,41.938889,-72.683222,MDW,41.785972,-87.752417,10,-2.59
TYS,35.810972,-83.994028,IAH,29.984433,-95.341442,10,13.57
TPA,27.975472,-82.53325,RDU,35.877639,-78.787472,14,9.48
DTW,42.212444,-83.353389,STL,38.748697,-90.370028,13,8.91
LGA,40.777245,-73.872608,MDW,41.785972,-87.752417,14,25.70
ATL,33.636719,-84.428067,MYR,33.67975,-78.928333,17,11.11
SLC,40.788389,-111.977772,CLT,35.214,-80.943139,13,-6.00
JFK,40.639751,-73.778925,LAX,33.942536,-118.408075,18,12.46
DEN,39.861656,-104.673178,FLL,26.072583,-80.15275,0,7.60
ATL,33.636719,-84.428067,EYW,24.556111,-81.759556,19,24.59
ROC,43.118866,-77.672389,DTW,42.212444,-83.353389,9,-1.97
BNA,36.124472,-86.678194,FLL,26.072583,-80.15275,10,7.27
BOI,43.564361,-116.222861,DEN,39.861656,-104.673178,17,17.79
TPA,27.975472,-82.53325,MCI,39.297606,-94.713905,8,-0.03
TUS,32.116083,-110.941028,MSP,44.881956,-93.221767,14,9.94
IAH,29.984433,-95.341442,TUS,32.116083,-110.941028,21,13.41
MCO,28.429394,-81.308994,MIA,25.79325,-80.290556,6,1.48
SDF,38.1740858,-85.7364989,ATL,33.636719,-84.428067,14,9.16
CLT,35.214,-80.943139,MCI,39.297606,-94.713905,19,13.78
PVD,41.732581,-71.420383,IAD,38.944533,-77.455811,20,-11.00
LEX,38.0365,-84.605889,DCA,38.852083,-77.037722,7,-0.29
SDF,38.1740858,-85.7364989,DFW,32.896828,-97.037997,7,0.03
HOU,29.645419,-95.278889,DEN,39.861656,-104.673178,21,17.48
PHL,39.871944,-75.241139,RDU,35.877639,-78.787472,7,0.25
PHX,33.434278,-112.011583,MSY,29.993389,-90.258028,11,10.79
PBI,26.683161,-80.095589,BDL,41.938889,-72.683222,13,15.17
DFW,32.896828,-97.037997,DEN,39.861656,-104.673178,13,9.65
PHL,39.871944,-75.241139,DFW,32.896828,-97.037997,5,0.95
MCO,28.429394,-81.308994,PVD,41.732581,-71.420383,21,19.86
DEN,39.861656,-104.673178,EWR,40.6925,-74.168667,17,21.25
ALB,42.748267,-73.801692,BWI,39.175361,-76.668333,19,15.82
TPA,27.975472,-82.53325,DEN,39.861656,-104.673178,14,7.09
MFE,26.175833,-98.238611,DFW,32.896828,-97.037997,12,11.93
PDX,45.588722,-122.5975,HNL,21.318681,-157.922428,19,0.05
CLE,41.411689,-81.849794,IND,39.717331,-86.294383,7,16.30
DEN,39.861656,-104.673178,DRO,37.151516,-107.75377,19,10.20
SYR,43.111187,-76.106311,DTW,42.212444,-83.353389,17,16.77
MIA,25.79325,-80.290556,STL,38.748697,-90.370028,14,15.35
RIC,37.505167,-77.319667,MSP,44.881956,-93.221767,8,17.55
SMF,38.695417,-121.590778,DEN,39.861656,-104.673178,11,9.00
MDW,41.785972,-87.752417,TUL,36.198389,-95.888111,9,6.06
SAT,29.533694,-98.469778,TPA,27.975472,-82.53325,13,8.51
GSO,36.09775,-79.937306,ORD,41.978603,-87.904842,8,30.00
SDF,38.1740858,-85.7364989,MDW,41.785972,-87.752417,10,5.53
BWI,39.175361,-76.668333,DAY,39.902375,-84.219375,23,6.29
JFK,40.639751,-73.778925,AUS,30.194528,-97.669889,19,21.75
DEN,39.861656,-104.673178,SNA,33.675667,-117.868222,10,5.41
DFW,32.896828,-97.037997,XNA,36.2818694,-94.3068111,10,1.82
DFW,32.896828,-97.037997,MSN,43.139858,-89.337514,9,4.67
CLT,35.214,-80.943139,PHL,39.871944,-75.241139,5,2.00
STL,38.748697,-90.370028,FLL,26.072583,-80.15275,9,12.93
DTW,42.212444,-83.353389,MIA,25.79325,-80.290556,11,7.21
DFW,32.896828,-97.037997,RNO,39.499108,-119.768108,21,13.85
IAH,29.984433,-95.341442,CRP,27.770361,-97.501222,20,29.03
XNA,36.2818694,-94.3068111,DTW,42.212444,-83.353389,7,6.00
DCA,38.852083,-77.037722,DTW,42.212444,-83.353389,6,1.80
LAS,36.080056,-115.15225,OMA,41.303167,-95.894069,20,27.68
HNL,21.318681,-157.922428,ORD,41.978603,-87.904842,20,0.87
BIS,46.775842,-100.757931,DEN,39.861656,-104.673178,16,12.52
BUF,42.940525,-78.732167,ATL,33.636719,-84.428067,8,-7.00
KOA,19.738767,-156.045631,LAX,33.942536,-118.408075,21,12.73
ORD,41.978603,-87.904842,FNT,42.965424,-83.743629,12,-3.00
CLE,41.411689,-81.849794,MSP,44.881956,-93.221767,14,0.89
LGA,40.777245,-73.872608,HOU,29.645419,-95.278889,10,10.69
AUS,30.194528,-97.669889,IAH,29.984433,-95.341442,14,9.84
SEA,47.449,-122.309306,LGB,33.817722,-118.151611,6,0.33
FLL,26.072583,-80.15275,ORD,41.978603,-87.904842,15,16.24
DFW,32.896828,-97.037997,JAN,32.311167,-90.075889,10,8.25
SAN,32.733556,-117.189667,SFO,37.618972,-122.374889,6,1.83
MEM,35.042417,-89.976667,LAX,33.942536,-118.408075,5,-2.00
ELP,31.80725,-106.377583,DAL,32.847111,-96.851778,19,13.48
BNA,36.124472,-86.678194,RDU,35.877639,-78.787472,20,16.19
CLE,41.411689,-81.849794,CLT,35.214,-80.943139,6,2.71
CLT,35.214,-80.943139,MEM,35.042417,-89.976667,6,-3.10
